date,all_eligible,oversold_all,top10_oversold,held_conflicts,pending_conflicts,available_slots,queueable_candidates,queued,executed_next,executed_ever,year,taxonomy,ranking_actionable
2022-04-19,4388,78,1,0,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-04-20,4391,141,2,1,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-04-21,4393,948,2,0,0,0,2,0,0,0,2022,FULL_BLOCK,False
2022-04-22,4394,799,1,0,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-04-25,4393,2557,3,0,0,0,3,0,0,0,2022,FULL_BLOCK,False
2022-04-26,4392,2893,1,0,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-04-27,4392,829,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-04-28,4387,749,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-04-29,4385,36,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-05-05,4361,17,0,0,0,1,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-05-06,4365,41,1,0,0,1,1,1,1,1,2022,NO_CONTENTION,False
2022-05-09,4366,27,1,1,0,0,0,0,0,0,2022,HELD_CONFLICT_ONLY,False
2022-05-10,4371,2,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-05-11,4373,2,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-05-12,4376,3,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-05-13,4377,1,1,1,0,0,0,0,0,0,2022,HELD_CONFLICT_ONLY,False
2022-05-16,4376,3,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-05-17,4379,2,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-05-18,4382,3,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-05-19,4384,4,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-05-20,4388,0,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-05-23,4388,1,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-05-24,4389,13,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-05-25,4396,6,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-05-26,4402,13,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-05-27,4400,11,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-05-30,4406,6,0,0,0,1,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-05-31,4411,8,0,0,0,1,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-06-01,4412,8,0,0,0,1,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-06-02,4413,16,0,0,0,2,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-06-06,4421,17,0,0,0,3,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-06-07,4425,15,0,0,0,3,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-06-08,4426,14,0,0,0,3,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-06-09,4427,85,0,0,0,3,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-06-10,4433,18,0,0,0,3,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-06-13,4438,44,0,0,0,3,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-06-14,4439,33,0,0,0,3,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-06-15,4443,19,0,0,0,3,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-06-16,4440,10,0,0,0,3,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-06-17,4438,6,0,0,0,3,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-06-20,4443,18,0,0,0,3,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-06-21,4445,26,0,0,0,3,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-06-22,4445,124,0,0,0,3,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-06-23,4447,26,1,0,0,3,1,1,1,1,2022,NO_CONTENTION,False
2022-06-24,4446,15,0,0,0,2,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-06-27,4446,7,0,0,0,2,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-06-28,4445,9,0,0,0,2,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-06-29,4445,36,0,0,0,2,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-06-30,4447,17,0,0,0,2,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-07-01,4450,31,0,0,0,2,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-07-04,4445,40,0,0,0,2,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-07-05,4448,121,0,0,0,2,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-07-06,4452,294,0,0,0,2,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-07-07,4452,168,0,0,0,2,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-07-08,4453,31,0,0,0,2,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-07-11,4455,182,0,0,0,2,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-07-12,4455,617,1,0,0,2,1,1,1,1,2022,NO_CONTENTION,False
2022-07-13,4453,194,2,1,0,1,1,1,1,1,2022,NO_CONTENTION,False
2022-07-14,4457,115,1,1,0,0,0,0,0,0,2022,HELD_CONFLICT_ONLY,False
2022-07-15,4458,848,1,1,0,0,0,0,0,0,2022,HELD_CONFLICT_ONLY,False
2022-07-18,4465,48,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-07-19,4467,19,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-07-20,4470,4,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-07-21,4474,18,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-07-22,4475,36,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-07-25,4473,47,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-07-26,4475,15,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-07-27,4477,12,1,0,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-07-28,4481,18,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-07-29,4480,71,1,0,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-08-01,4481,71,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-08-02,4483,1100,1,0,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-08-03,4484,1043,1,0,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-08-04,4484,118,1,0,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-08-05,4485,11,0,0,0,1,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-08-08,4485,6,1,0,0,1,1,1,1,1,2022,NO_CONTENTION,False
2022-08-09,4485,11,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-08-10,4485,21,1,1,0,0,0,0,0,0,2022,HELD_CONFLICT_ONLY,False
2022-08-11,4485,3,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-08-12,4486,19,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-08-15,4489,15,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-08-16,4491,15,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-08-17,4493,15,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-08-18,4495,20,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-08-19,4497,81,3,0,0,0,3,0,0,0,2022,FULL_BLOCK,False
2022-08-22,4497,37,1,0,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-08-23,4497,60,1,0,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-08-24,4497,503,1,0,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-08-25,4498,523,1,0,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-08-26,4498,444,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-08-29,4505,156,2,0,0,0,2,0,0,0,2022,FULL_BLOCK,False
2022-08-30,4506,132,1,0,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-08-31,4510,783,2,1,0,1,1,1,1,1,2022,NO_CONTENTION,False
2022-09-01,4509,617,3,1,0,0,2,0,0,0,2022,FULL_BLOCK,False
2022-09-02,4511,117,3,2,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-09-05,4511,76,2,1,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-09-06,4511,25,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-09-07,4511,53,1,0,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-09-08,4512,73,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-09-09,4514,32,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-09-13,4513,17,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-09-14,4513,68,1,0,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-09-15,4515,410,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-09-16,4518,1375,2,0,0,0,2,0,0,0,2022,FULL_BLOCK,False
2022-09-19,4520,1570,2,0,0,0,2,0,0,0,2022,FULL_BLOCK,False
2022-09-20,4521,431,2,0,0,0,2,0,0,0,2022,FULL_BLOCK,False
2022-09-21,4522,133,3,0,0,0,3,0,0,0,2022,FULL_BLOCK,False
2022-09-22,4524,202,1,0,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-09-23,4527,577,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-09-26,4529,1366,1,0,0,1,1,1,1,1,2022,NO_CONTENTION,False
2022-09-27,4528,41,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-09-28,4530,459,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-09-29,4532,365,1,0,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-09-30,4532,355,1,1,0,0,0,0,0,0,2022,HELD_CONFLICT_ONLY,False
2022-10-10,4537,635,5,1,0,0,4,0,0,0,2022,FULL_BLOCK,False
2022-10-11,4537,274,2,0,0,0,2,0,0,0,2022,FULL_BLOCK,False
2022-10-12,4538,55,3,0,0,1,3,1,1,1,2022,SOFT_CONTENTION,True
2022-10-13,4538,29,2,1,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-10-14,4540,9,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-10-17,4540,11,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-10-18,4540,10,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-10-19,4542,21,2,1,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-10-20,4542,39,1,0,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-10-21,4543,45,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-10-24,4545,178,5,1,0,0,4,0,0,0,2022,FULL_BLOCK,False
2022-10-25,4546,191,4,1,0,0,3,0,0,0,2022,FULL_BLOCK,False
2022-10-26,4545,96,2,0,0,0,2,0,0,0,2022,FULL_BLOCK,False
2022-10-27,4548,79,3,1,0,0,2,0,0,0,2022,FULL_BLOCK,False
2022-10-28,4550,716,3,1,0,1,2,1,1,1,2022,SOFT_CONTENTION,True
2022-10-31,4551,487,1,0,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-11-01,4553,70,1,0,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-11-02,4553,19,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-11-03,4554,14,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-11-04,4557,2,0,0,0,1,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-11-07,4563,5,0,0,0,1,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-11-08,4565,3,0,0,0,1,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-11-09,4565,8,0,0,0,1,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-11-10,4570,29,0,0,0,1,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-11-11,4573,30,1,0,0,1,1,1,1,1,2022,NO_CONTENTION,False
2022-11-14,4573,51,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-11-15,4574,1,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-11-16,4576,8,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-11-17,4578,16,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-11-18,4585,13,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-11-21,4589,8,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-11-22,4590,39,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-11-23,4592,95,1,0,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-11-24,4594,48,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-11-25,4597,271,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-11-28,4600,514,2,0,0,0,2,0,0,0,2022,FULL_BLOCK,False
2022-11-29,4603,49,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-11-30,4602,50,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-12-01,4608,9,0,0,0,1,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-12-02,4607,15,0,0,0,1,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-12-05,4607,34,0,0,0,1,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-12-06,4608,44,1,0,0,1,1,1,1,1,2022,NO_CONTENTION,False
2022-12-07,4608,35,0,0,0,1,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-12-08,4607,56,0,0,0,1,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-12-09,4610,104,0,0,0,1,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-12-12,4617,178,0,0,0,1,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-12-13,4619,248,1,1,0,1,0,0,0,0,2022,HELD_CONFLICT_ONLY,False
2022-12-14,4619,238,1,1,0,1,0,0,0,0,2022,HELD_CONFLICT_ONLY,False
2022-12-15,4620,48,0,0,0,1,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-12-16,4621,387,0,0,0,1,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-12-19,4624,1525,0,0,0,1,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-12-20,4624,875,0,0,0,1,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-12-21,4624,1057,0,0,0,1,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-12-22,4632,1709,1,0,0,1,1,1,1,1,2022,NO_CONTENTION,False
2022-12-23,4632,942,1,1,0,0,0,0,0,0,2022,HELD_CONFLICT_ONLY,False
2022-12-26,4634,85,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-12-27,4638,54,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-12-28,4637,122,1,0,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-12-29,4643,143,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-12-30,4645,28,1,0,0,0,1,0,0,0,2022,FULL_BLOCK,False
2023-01-03,4647,14,0,0,0,1,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-01-04,4651,18,0,0,0,1,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-01-05,4653,8,0,0,0,2,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-01-06,4654,31,0,0,0,2,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-01-09,4652,13,0,0,0,2,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-01-10,4655,22,0,0,0,2,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-01-11,4657,67,1,0,0,2,1,1,1,1,2023,NO_CONTENTION,False
2023-01-12,4658,88,0,0,0,1,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-01-13,4659,30,0,0,0,1,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-01-16,4660,19,0,0,0,1,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-01-17,4659,19,0,0,0,1,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-01-18,4661,11,0,0,0,2,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-01-19,4663,17,0,0,0,2,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-01-20,4664,7,0,0,0,2,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-01-30,4663,16,0,0,0,2,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-01-31,4664,32,0,0,0,2,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-02-01,4666,15,0,0,0,3,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-02-02,4668,6,0,0,0,3,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-02-03,4668,23,0,0,0,3,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-02-06,4669,43,0,0,0,3,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-02-07,4673,29,0,0,0,3,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-02-08,4672,29,0,0,0,3,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-02-09,4675,5,0,0,0,3,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-02-10,4676,22,0,0,0,3,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-02-13,4678,7,0,0,0,3,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-02-14,4678,9,0,0,0,3,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-02-15,4679,32,0,0,0,3,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-02-16,4684,146,0,0,0,3,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-02-17,4685,229,1,0,0,3,1,1,1,1,2023,NO_CONTENTION,False
2023-02-20,4689,73,2,1,0,2,1,1,1,1,2023,NO_CONTENTION,False
2023-02-21,4689,31,1,1,0,1,0,0,0,0,2023,HELD_CONFLICT_ONLY,False
2023-02-22,4691,25,1,1,0,1,0,0,0,0,2023,HELD_CONFLICT_ONLY,False
2023-02-23,4690,29,0,0,0,1,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-02-24,4689,50,0,0,0,1,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-02-27,4690,269,0,0,0,1,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-02-28,4692,31,0,0,0,1,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-03-01,4692,25,0,0,0,1,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-03-02,4696,109,0,0,0,1,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-03-03,4697,84,0,0,0,1,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-03-06,4698,64,0,0,0,1,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-03-07,4699,700,1,0,0,1,1,1,1,1,2023,NO_CONTENTION,False
2023-03-08,4699,178,1,0,0,0,1,0,0,0,2023,FULL_BLOCK,False
2023-03-09,4699,186,0,0,0,0,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-03-10,4702,796,2,0,0,0,2,0,0,0,2023,FULL_BLOCK,False
2023-03-13,4705,578,1,0,0,0,1,0,0,0,2023,FULL_BLOCK,False
2023-03-14,4707,1286,2,0,0,0,2,0,0,0,2023,FULL_BLOCK,False
2023-03-15,4707,196,0,0,0,0,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-03-16,4706,894,2,0,0,0,2,0,0,0,2023,FULL_BLOCK,False
2023-03-17,4707,336,1,1,0,0,0,0,0,0,2023,HELD_CONFLICT_ONLY,False
2023-03-20,4708,401,0,0,0,0,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-03-21,4709,60,0,0,0,0,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-03-22,4708,44,1,1,0,0,0,0,0,0,2023,HELD_CONFLICT_ONLY,False
2023-03-23,4710,79,0,0,0,0,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-03-24,4712,94,0,0,0,0,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-03-27,4715,132,0,0,0,0,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-03-28,4717,164,0,0,0,0,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-03-29,4720,273,0,0,0,0,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-03-30,4723,267,0,0,0,0,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-03-31,4723,69,0,0,0,1,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-04-03,4727,56,0,0,0,2,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-04-04,4728,244,0,0,0,2,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-04-06,4727,314,0,0,0,2,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-04-07,4725,79,0,0,0,2,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-04-10,4725,367,1,0,0,2,1,1,1,1,2023,NO_CONTENTION,False
2023-04-11,4726,259,0,0,0,1,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-04-12,4726,136,1,0,0,1,1,1,1,1,2023,NO_CONTENTION,False
2023-04-13,4727,200,0,0,0,0,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-04-14,4727,78,0,0,0,0,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-04-17,4727,83,0,0,0,0,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-04-18,4729,209,0,0,0,0,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-04-19,4729,303,0,0,0,0,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-04-20,4731,591,0,0,0,0,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-04-21,4731,1642,0,0,0,0,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-04-24,4730,1402,0,0,0,0,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-04-25,4730,2124,0,0,0,0,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-04-26,4725,694,0,0,0,0,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-04-27,4718,391,1,0,0,0,1,0,0,0,2023,FULL_BLOCK,False
2023-04-28,4706,117,0,0,0,0,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-05-04,4675,161,1,0,0,0,1,0,0,0,2023,FULL_BLOCK,False
2023-05-05,4676,213,0,0,0,0,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-05-08,4676,110,0,0,0,0,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-05-09,4678,188,1,0,0,0,1,0,0,0,2023,FULL_BLOCK,False
2023-05-10,4682,81,0,0,0,0,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-05-11,4685,40,0,0,0,0,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-05-12,4686,79,1,0,0,0,1,0,0,0,2023,FULL_BLOCK,False
2023-05-15,4687,28,0,0,0,0,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-05-16,4690,80,0,0,0,0,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-05-17,4695,33,0,0,0,0,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-05-18,4697,32,0,0,0,0,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-05-19,4699,39,0,0,0,0,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-05-22,4700,32,1,0,0,1,1,1,1,1,2023,NO_CONTENTION,False
2023-05-23,4702,80,1,1,0,0,0,0,0,0,2023,HELD_CONFLICT_ONLY,False
2023-05-24,4702,135,0,0,0,0,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-05-25,4702,158,0,0,0,0,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-05-26,4702,127,0,0,0,0,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-05-29,4700,245,2,0,0,0,2,0,0,0,2023,FULL_BLOCK,False
2023-05-30,4704,205,2,0,0,0,2,0,0,0,2023,FULL_BLOCK,False
2023-05-31,4707,351,1,1,0,0,0,0,0,0,2023,HELD_CONFLICT_ONLY,False
2023-06-01,4710,198,1,1,0,0,0,0,0,0,2023,HELD_CONFLICT_ONLY,False
2023-06-02,4712,36,0,0,0,0,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-06-05,4713,74,0,0,0,0,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-06-06,4714,486,0,0,0,0,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-06-07,4716,483,1,0,0,0,1,0,0,0,2023,FULL_BLOCK,False
2023-06-08,4718,513,0,0,0,0,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-06-09,4721,266,1,0,0,0,1,0,0,0,2023,FULL_BLOCK,False
2023-06-12,4724,120,0,0,0,0,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
2023-06-13,4728,111,0,0,0,0,0,0,0,0,2023,NO_OVERSOLD_IN_TOP10,False
