path,file_type,phase,category,status,canonical,superseded_by,evidence_level,recommended_destination,notes
results/evidence/strict_c/round5/adjfactor_attribution_v2.csv,file,strict_c,result,ACCEPTED,FALSE,,primary,results/evidence/strict_c/round5/adjfactor_attribution_v2.csv,round5 STRICT_C frozen outputs
results/evidence/strict_c/round5/adjfactor_stress_v2.csv,file,strict_c,result,ACCEPTED,FALSE,,primary,results/evidence/strict_c/round5/adjfactor_stress_v2.csv,round5 STRICT_C frozen outputs
results/evidence/strict_c/round5/extra_checks.json,file,strict_c,result,ACCEPTED,FALSE,,primary,results/evidence/strict_c/round5/extra_checks.json,round5 STRICT_C frozen outputs
results/evidence/strict_c/round5/p0_audit.csv,file,strict_c,result,ACCEPTED,FALSE,,primary,results/evidence/strict_c/round5/p0_audit.csv,round5 STRICT_C frozen outputs
results/evidence/strict_c/round5/p0_matrix.csv,file,strict_c,result,ACCEPTED,FALSE,,primary,results/evidence/strict_c/round5/p0_matrix.csv,round5 STRICT_C frozen outputs
results/evidence/strict_c/round5/p0_summary.json,file,strict_c,result,ACCEPTED,FALSE,,primary,results/evidence/strict_c/round5/p0_summary.json,round5 STRICT_C frozen outputs
results/evidence/strict_c/round5/p0_v0_vs_v1_top10.csv,file,strict_c,result,SUPERSEDED,FALSE,,secondary,results/evidence/strict_c/round5/p0_v0_vs_v1_top10.csv,v1 variant superseded
results/evidence/strict_c/round5/p1_matrix.csv,file,strict_c,result,ACCEPTED,FALSE,,primary,results/evidence/strict_c/round5/p1_matrix.csv,round5 STRICT_C frozen outputs
results/evidence/strict_c/round5/p1_summary.json,file,strict_c,result,ACCEPTED,FALSE,,primary,results/evidence/strict_c/round5/p1_summary.json,round5 STRICT_C frozen outputs
results/evidence/strict_c/round5/p2_etf_slip_matrix.csv,file,strict_c,result,ACCEPTED,FALSE,,primary,results/evidence/strict_c/round5/p2_etf_slip_matrix.csv,round5 STRICT_C frozen outputs
results/evidence/strict_c/round5/p3_summary.json,file,strict_c,result,ACCEPTED,FALSE,,primary,results/evidence/strict_c/round5/p3_summary.json,round5 STRICT_C frozen outputs
results/evidence/strict_c/round5/p4_oos.csv,file,strict_c,result,ACCEPTED,FALSE,,primary,results/evidence/strict_c/round5/p4_oos.csv,round5 STRICT_C frozen outputs
results/evidence/strict_c/round5/p4_summary.json,file,strict_c,result,ACCEPTED,FALSE,,primary,results/evidence/strict_c/round5/p4_summary.json,round5 STRICT_C frozen outputs
results/evidence/strict_c/round5/p4_time_stop_scan.csv,file,strict_c,result,ACCEPTED,FALSE,,primary,results/evidence/strict_c/round5/p4_time_stop_scan.csv,round5 STRICT_C frozen outputs
results/evidence/strict_c/round5/p5_k_walkforward.csv,file,strict_c,result,ACCEPTED,FALSE,,primary,results/evidence/strict_c/round5/p5_k_walkforward.csv,round5 STRICT_C frozen outputs
results/evidence/strict_c/round5/p5_summary.json,file,strict_c,result,ACCEPTED,FALSE,,primary,results/evidence/strict_c/round5/p5_summary.json,round5 STRICT_C frozen outputs
results/evidence/strict_c/round5/p6_liquidity.csv,file,strict_c,result,ACCEPTED,FALSE,,primary,results/evidence/strict_c/round5/p6_liquidity.csv,round5 STRICT_C frozen outputs
results/evidence/strict_c/round5/p6_summary.json,file,strict_c,result,ACCEPTED,FALSE,,primary,results/evidence/strict_c/round5/p6_summary.json,round5 STRICT_C frozen outputs
results/evidence/strict_c/round5/p8_exit_unbiased.csv,file,strict_c,result,ACCEPTED,FALSE,,primary,results/evidence/strict_c/round5/p8_exit_unbiased.csv,round5 STRICT_C frozen outputs
results/evidence/strict_c/round5/p8_summary.json,file,strict_c,result,ACCEPTED,FALSE,,primary,results/evidence/strict_c/round5/p8_summary.json,round5 STRICT_C frozen outputs
results/evidence/strict_c/round5/pit_st_top10_impact.json,file,strict_c,result,ACCEPTED,FALSE,,primary,results/evidence/strict_c/round5/pit_st_top10_impact.json,round5 STRICT_C frozen outputs
results/evidence/strict_c/round5/semantic_invalid_vs_dynamic.csv,file,strict_c,result,ACCEPTED,FALSE,,primary,results/evidence/strict_c/round5/semantic_invalid_vs_dynamic.csv,round5 STRICT_C frozen outputs
results/evidence/strict_c/round5/semantic_strictc_vs_current.csv,file,strict_c,result,ACCEPTED,FALSE,,primary,results/evidence/strict_c/round5/semantic_strictc_vs_current.csv,round5 STRICT_C frozen outputs
results/evidence/strict_c/round5/strict_c_corr_equity.csv,file,strict_c,result,ACCEPTED,FALSE,,primary,results/evidence/strict_c/round5/strict_c_corr_equity.csv,round5 STRICT_C frozen outputs
results/evidence/strict_c/round5/strict_c_corr_optimistic_equity.csv,file,strict_c,result,SUPERSEDED,FALSE,,secondary,results/evidence/strict_c/round5/strict_c_corr_optimistic_equity.csv,optimistic-tick variant (invalid as evidence)
results/evidence/strict_c/round5/strict_c_corr_pure_equity.csv,file,strict_c,result,ACCEPTED,FALSE,,primary,results/evidence/strict_c/round5/strict_c_corr_pure_equity.csv,round5 STRICT_C frozen outputs
results/evidence/strict_c/round5/strict_c_corr_pure_trades.csv,file,strict_c,result,ACCEPTED,FALSE,,primary,results/evidence/strict_c/round5/strict_c_corr_pure_trades.csv,round5 STRICT_C frozen outputs
results/evidence/strict_c/round5/strict_c_corr_trades.csv,file,strict_c,result,ACCEPTED,FALSE,,primary,results/evidence/strict_c/round5/strict_c_corr_trades.csv,round5 STRICT_C frozen outputs
results/evidence/strict_c/round5/strict_c_equity.csv,file,strict_c,result,ACCEPTED,FALSE,,primary,results/evidence/strict_c/round5/strict_c_equity.csv,round5 STRICT_C frozen outputs
results/evidence/strict_c/round5/strict_c_executable_tick_equity.csv,file,strict_c,result,ACCEPTED,FALSE,,primary,results/evidence/strict_c/round5/strict_c_executable_tick_equity.csv,round5 STRICT_C frozen outputs
results/evidence/strict_c/round5/strict_c_executable_tick_pure_equity.csv,file,strict_c,result,ACCEPTED,FALSE,,primary,results/evidence/strict_c/round5/strict_c_executable_tick_pure_equity.csv,round5 STRICT_C frozen outputs
results/evidence/strict_c/round5/strict_c_executable_tick_pure_trades.csv,file,strict_c,result,ACCEPTED,FALSE,,primary,results/evidence/strict_c/round5/strict_c_executable_tick_pure_trades.csv,round5 STRICT_C frozen outputs
results/evidence/strict_c/round5/strict_c_executable_tick_trades.csv,file,strict_c,result,ACCEPTED,FALSE,,primary,results/evidence/strict_c/round5/strict_c_executable_tick_trades.csv,round5 STRICT_C frozen outputs
results/evidence/strict_c/round5/strict_c_matrix.csv,file,strict_c,result,ACCEPTED,FALSE,,primary,results/evidence/strict_c/round5/strict_c_matrix.csv,round5 STRICT_C frozen outputs
results/evidence/strict_c/round5/strict_c_pure_equity.csv,file,strict_c,result,ACCEPTED,FALSE,,primary,results/evidence/strict_c/round5/strict_c_pure_equity.csv,round5 STRICT_C frozen outputs
results/evidence/strict_c/round5/strict_c_pure_trades.csv,file,strict_c,result,ACCEPTED,FALSE,,primary,results/evidence/strict_c/round5/strict_c_pure_trades.csv,round5 STRICT_C frozen outputs
results/evidence/strict_c/round5/strict_c_trades.csv,file,strict_c,result,ACCEPTED,FALSE,,primary,results/evidence/strict_c/round5/strict_c_trades.csv,round5 STRICT_C frozen outputs
results/evidence/strict_c/round5/strict_matrix.csv,file,strict_c,result,ACCEPTED,FALSE,,primary,results/evidence/strict_c/round5/strict_matrix.csv,round5 STRICT_C frozen outputs
results/evidence/strict_c/round5/strict_oos.json,file,strict_c,result,ACCEPTED,FALSE,,primary,results/evidence/strict_c/round5/strict_oos.json,round5 STRICT_C frozen outputs
results/evidence/strict_c/round5/strict_summary.json,file,strict_c,result,ACCEPTED,FALSE,,primary,results/evidence/strict_c/round5/strict_summary.json,round5 STRICT_C frozen outputs
results/evidence/strict_c/round5/strict_v1_full_trades.csv,file,strict_c,result,SUPERSEDED,FALSE,,secondary,results/evidence/strict_c/round5/strict_v1_full_trades.csv,v1 variant superseded
results/evidence/strict_c/round5/strict_v1_trades.csv,file,strict_c,result,SUPERSEDED,FALSE,,secondary,results/evidence/strict_c/round5/strict_v1_trades.csv,v1 variant superseded
results/evidence/strict_c/round5/strict_v2_matrix.csv,file,strict_c,result,ACCEPTED,FALSE,,primary,results/evidence/strict_c/round5/strict_v2_matrix.csv,round5 STRICT_C frozen outputs
results/evidence/strict_c/round5/strict_v2_oos.csv,file,strict_c,result,ACCEPTED,FALSE,,primary,results/evidence/strict_c/round5/strict_v2_oos.csv,round5 STRICT_C frozen outputs
results/evidence/stopA/stop_phaseA_censored_sensitivity.csv,file,stopA,result,CLOSED,FALSE,,primary,results/evidence/stopA/stop_phaseA_censored_sensitivity.csv,stop phase A output (verdict C)
results/evidence/stopA/stop_phaseA_collisions.csv,file,stopA,result,CLOSED,FALSE,,primary,results/evidence/stopA/stop_phaseA_collisions.csv,stop phase A output (verdict C)
results/evidence/stopA/stop_phaseA_early_late.csv,file,stopA,result,CLOSED,FALSE,,primary,results/evidence/stopA/stop_phaseA_early_late.csv,stop phase A output (verdict C)
results/evidence/stopA/stop_phaseA_episode_detail.csv.gz,file,stopA,result,CLOSED,FALSE,,primary,results/evidence/stopA/stop_phaseA_episode_detail.csv.gz,stop phase A output (verdict C)
results/evidence/stopA/stop_phaseA_episode_detail_primary.csv,file,stopA,result,CLOSED,FALSE,,primary,results/evidence/stopA/stop_phaseA_episode_detail_primary.csv,stop phase A output (verdict C)
results/evidence/stopA/stop_phaseA_eventday.csv,file,stopA,result,CLOSED,FALSE,,primary,results/evidence/stopA/stop_phaseA_eventday.csv,stop phase A output (verdict C)
results/evidence/stopA/stop_phaseA_killed_winners.csv,file,stopA,result,CLOSED,FALSE,,primary,results/evidence/stopA/stop_phaseA_killed_winners.csv,stop phase A output (verdict C)
results/evidence/stopA/stop_phaseA_levels.csv,file,stopA,result,CLOSED,FALSE,,primary,results/evidence/stopA/stop_phaseA_levels.csv,stop phase A output (verdict C)
results/evidence/stopA/stop_phaseA_net_value.csv,file,stopA,result,CLOSED,FALSE,,primary,results/evidence/stopA/stop_phaseA_net_value.csv,stop phase A output (verdict C)
results/evidence/stopA/stop_phaseA_primary.csv,file,stopA,result,CLOSED,FALSE,,primary,results/evidence/stopA/stop_phaseA_primary.csv,stop phase A output (verdict C)
results/evidence/stopA/stop_phaseA_saved_losers.csv,file,stopA,result,CLOSED,FALSE,,primary,results/evidence/stopA/stop_phaseA_saved_losers.csv,stop phase A output (verdict C)
results/evidence/stopA/stop_phaseA_secondary.csv,file,stopA,result,CLOSED,FALSE,,primary,results/evidence/stopA/stop_phaseA_secondary.csv,stop phase A output (verdict C)
results/evidence/stopA/stop_phaseA_strata.csv,file,stopA,result,CLOSED,FALSE,,primary,results/evidence/stopA/stop_phaseA_strata.csv,stop phase A output (verdict C)
results/evidence/stopA/stop_phaseA_summary.csv,file,stopA,result,CLOSED,FALSE,,primary,results/evidence/stopA/stop_phaseA_summary.csv,stop phase A output (verdict C)
results/evidence/stopA/stop_phaseA_tailrisk.csv,file,stopA,result,CLOSED,FALSE,,primary,results/evidence/stopA/stop_phaseA_tailrisk.csv,stop phase A output (verdict C)
results/evidence/stopA/stop_phaseA_yearly.csv,file,stopA,result,CLOSED,FALSE,,primary,results/evidence/stopA/stop_phaseA_yearly.csv,stop phase A output (verdict C)
results/evidence/t2/t2_badstate_auc.csv,file,marketstate,result,ACCEPTED,FALSE,,primary,results/evidence/t2/t2_badstate_auc.csv,T2 discovery output
results/evidence/t2/t2_bh27.csv,file,marketstate,result,ACCEPTED,FALSE,,primary,results/evidence/t2/t2_bh27.csv,T2 discovery output
results/evidence/t2/t2_block_bootstrap.csv,file,marketstate,result,ACCEPTED,FALSE,,primary,results/evidence/t2/t2_block_bootstrap.csv,T2 discovery output
results/evidence/t2/t2_contemporaneous.csv,file,marketstate,result,ACCEPTED,FALSE,,primary,results/evidence/t2/t2_contemporaneous.csv,T2 discovery output
results/evidence/t2/t2_discovery_badsegment_explanation.csv,file,marketstate,result,ACCEPTED,FALSE,,primary,results/evidence/t2/t2_discovery_badsegment_explanation.csv,T2 discovery output
results/evidence/t2/t2_feature_redundancy.csv,file,marketstate,result,ACCEPTED,FALSE,,primary,results/evidence/t2/t2_feature_redundancy.csv,T2 discovery output
results/evidence/t2/t2_feature_redundancy_pairs.csv,file,marketstate,result,ACCEPTED,FALSE,,primary,results/evidence/t2/t2_feature_redundancy_pairs.csv,T2 discovery output
results/evidence/t2/t2_feature_values_discovery.csv,file,marketstate,result,ACCEPTED,FALSE,,primary,results/evidence/t2/t2_feature_values_discovery.csv,T2 discovery output
results/evidence/t2/t2_fullsample_DESCRIPTIVE_ONLY.csv,file,marketstate,result,ACCEPTED,FALSE,,primary,results/evidence/t2/t2_fullsample_DESCRIPTIVE_ONLY.csv,T2 discovery output
results/evidence/t2/t2_hac.csv,file,marketstate,result,ACCEPTED,FALSE,,primary,results/evidence/t2/t2_hac.csv,T2 discovery output
results/evidence/t2/t2_leave_one_year_out.csv,file,marketstate,result,ACCEPTED,FALSE,,primary,results/evidence/t2/t2_leave_one_year_out.csv,T2 discovery output
results/evidence/t2/t2_master_table.csv,file,marketstate,result,ACCEPTED,FALSE,,primary,results/evidence/t2/t2_master_table.csv,T2 discovery output
results/evidence/t2/t2_mrh_leak_audit.csv,file,marketstate,result,ACCEPTED,FALSE,,primary,results/evidence/t2/t2_mrh_leak_audit.csv,T2 discovery output
results/evidence/t2/t2_primary_sensitivity.csv,file,marketstate,result,ACCEPTED,FALSE,,primary,results/evidence/t2/t2_primary_sensitivity.csv,T2 discovery output
results/evidence/t2/t2_prospective_ic.csv,file,marketstate,result,ACCEPTED,FALSE,,primary,results/evidence/t2/t2_prospective_ic.csv,T2 discovery output
results/evidence/t2/t2_quintiles_pit.csv,file,marketstate,result,ACCEPTED,FALSE,,primary,results/evidence/t2/t2_quintiles_pit.csv,T2 discovery output
results/evidence/t2/t2_signalday_series_full.csv,file,marketstate,result,ACCEPTED,FALSE,,primary,results/evidence/t2/t2_signalday_series_full.csv,T2 discovery output
results/evidence/t2r/t2r_bh7.csv,file,marketstate,result,ACCEPTED,FALSE,,primary,results/evidence/t2r/t2r_bh7.csv,T2-R validation output
results/evidence/t2r/t2r_bootstrap.csv,file,marketstate,result,ACCEPTED,FALSE,,primary,results/evidence/t2r/t2r_bootstrap.csv,T2-R validation output
results/evidence/t2r/t2r_discovery_validation_effect.csv,file,marketstate,result,ACCEPTED,FALSE,,primary,results/evidence/t2r/t2r_discovery_validation_effect.csv,T2-R validation output
results/evidence/t2r/t2r_family_redundancy.csv,file,marketstate,result,ACCEPTED,FALSE,,primary,results/evidence/t2r/t2r_family_redundancy.csv,T2-R validation output
results/evidence/t2r/t2r_family_redundancy_pairs.csv,file,marketstate,result,ACCEPTED,FALSE,,primary,results/evidence/t2r/t2r_family_redundancy_pairs.csv,T2-R validation output
results/evidence/t2r/t2r_hac.csv,file,marketstate,result,ACCEPTED,FALSE,,primary,results/evidence/t2r/t2r_hac.csv,T2-R validation output
results/evidence/t2r/t2r_master_table.csv,file,marketstate,result,ACCEPTED,FALSE,,primary,results/evidence/t2r/t2r_master_table.csv,T2-R validation output
results/evidence/t2r/t2r_nonoverlap_offsets.csv,file,marketstate,result,ACCEPTED,FALSE,,primary,results/evidence/t2r/t2r_nonoverlap_offsets.csv,T2-R validation output
results/evidence/t2r/t2r_primary_sensitivity.csv,file,marketstate,result,ACCEPTED,FALSE,,primary,results/evidence/t2r/t2r_primary_sensitivity.csv,T2-R validation output
results/evidence/t2r/t2r_quintiles_expanding_sensitivity.csv,file,marketstate,result,ACCEPTED,FALSE,,primary,results/evidence/t2r/t2r_quintiles_expanding_sensitivity.csv,T2-R validation output
results/evidence/t2r/t2r_quintiles_fixed.csv,file,marketstate,result,ACCEPTED,FALSE,,primary,results/evidence/t2r/t2r_quintiles_fixed.csv,T2-R validation output
results/evidence/t2r/t2r_sample_days.csv,file,marketstate,result,ACCEPTED,FALSE,,primary,results/evidence/t2r/t2r_sample_days.csv,T2-R validation output
results/evidence/t2r/t2r_yearly.csv,file,marketstate,result,ACCEPTED,FALSE,,primary,results/evidence/t2r/t2r_yearly.csv,T2-R validation output
results/evidence/t3/t3_blocked_opportunities.csv,file,gateT3,result,CLOSED,FALSE,,primary,results/evidence/t3/t3_blocked_opportunities.csv,T3 gate output
results/evidence/t3/t3_capital_efficiency.csv,file,gateT3,result,CLOSED,FALSE,,primary,results/evidence/t3/t3_capital_efficiency.csv,T3 gate output
results/evidence/t3/t3_cutpoints.csv,file,gateT3,result,CLOSED,FALSE,,primary,results/evidence/t3/t3_cutpoints.csv,T3 gate output
results/evidence/t3/t3_entry_add_sensitivity.csv,file,gateT3,result,CLOSED,FALSE,,primary,results/evidence/t3/t3_entry_add_sensitivity.csv,T3 gate output
results/evidence/t3/t3_episode_quality.csv,file,gateT3,result,CLOSED,FALSE,,primary,results/evidence/t3/t3_episode_quality.csv,T3 gate output
results/evidence/t3/t3_etf_secondary.csv,file,gateT3,result,CLOSED,FALSE,,primary,results/evidence/t3/t3_etf_secondary.csv,T3 gate output
results/evidence/t3/t3_etf_secondary_attribution.csv,file,gateT3,result,CLOSED,FALSE,,primary,results/evidence/t3/t3_etf_secondary_attribution.csv,T3 gate output
results/evidence/t3/t3_gate_attribution.csv,file,gateT3,result,CLOSED,FALSE,,primary,results/evidence/t3/t3_gate_attribution.csv,T3 gate output
results/evidence/t3/t3_portfolio_summary.csv,file,gateT3,result,CLOSED,FALSE,,primary,results/evidence/t3/t3_portfolio_summary.csv,T3 gate output
results/evidence/t3/t3_portfolio_yearly.csv,file,gateT3,result,CLOSED,FALSE,,primary,results/evidence/t3/t3_portfolio_yearly.csv,T3 gate output
results/evidence/t3/t3_rejected_vs_accepted.csv,file,gateT3,result,CLOSED,FALSE,,primary,results/evidence/t3/t3_rejected_vs_accepted.csv,T3 gate output
results/evidence/temporal/temporal_acf.csv,file,temporal,result,ACCEPTED,FALSE,,primary,results/evidence/temporal/temporal_acf.csv,T1 output
results/evidence/temporal/temporal_block_analysis.csv,file,temporal,result,ACCEPTED,FALSE,,primary,results/evidence/temporal/temporal_block_analysis.csv,T1 output
results/evidence/temporal/temporal_change_points.csv,file,temporal,result,ACCEPTED,FALSE,,primary,results/evidence/temporal/temporal_change_points.csv,T1 output
results/evidence/temporal/temporal_crosssection_quality.csv,file,temporal,result,ACCEPTED,FALSE,,primary,results/evidence/temporal/temporal_crosssection_quality.csv,T1 output
results/evidence/temporal/temporal_daily_series.csv,file,temporal,result,ACCEPTED,FALSE,,primary,results/evidence/temporal/temporal_daily_series.csv,T1 output
results/evidence/temporal/temporal_effective_sample_size.csv,file,temporal,result,ACCEPTED,FALSE,,primary,results/evidence/temporal/temporal_effective_sample_size.csv,T1 output
results/evidence/temporal/temporal_leave_one_year_out.csv,file,temporal,result,ACCEPTED,FALSE,,primary,results/evidence/temporal/temporal_leave_one_year_out.csv,T1 output
results/evidence/temporal/temporal_monthly.csv,file,temporal,result,ACCEPTED,FALSE,,primary,results/evidence/temporal/temporal_monthly.csv,T1 output
results/evidence/temporal/temporal_permutation_null.csv,file,temporal,result,ACCEPTED,FALSE,,primary,results/evidence/temporal/temporal_permutation_null.csv,T1 output
results/evidence/temporal/temporal_persistence.csv,file,temporal,result,ACCEPTED,FALSE,,primary,results/evidence/temporal/temporal_persistence.csv,T1 output
results/evidence/temporal/temporal_primary_secondary.csv,file,temporal,result,ACCEPTED,FALSE,,primary,results/evidence/temporal/temporal_primary_secondary.csv,T1 output
results/evidence/temporal/temporal_quality_drawdowns.csv,file,temporal,result,ACCEPTED,FALSE,,primary,results/evidence/temporal/temporal_quality_drawdowns.csv,T1 output
results/evidence/temporal/temporal_quarterly.csv,file,temporal,result,ACCEPTED,FALSE,,primary,results/evidence/temporal/temporal_quarterly.csv,T1 output
results/evidence/temporal/temporal_runs.csv,file,temporal,result,ACCEPTED,FALSE,,primary,results/evidence/temporal/temporal_runs.csv,T1 output
results/evidence/temporal/temporal_segments.csv,file,temporal,result,ACCEPTED,FALSE,,primary,results/evidence/temporal/temporal_segments.csv,T1 output
results/evidence/temporal/temporal_segments_duration.csv,file,temporal,result,ACCEPTED,FALSE,,primary,results/evidence/temporal/temporal_segments_duration.csv,T1 output
results/evidence/tradepath/trade_path_daily_nav.csv,file,tradepath,result,SUPERSEDED,FALSE,fullmarket,primary,results/evidence/tradepath/trade_path_daily_nav.csv,primary-only path output; superseded by fullmarket
results/evidence/tradepath/trade_path_desc_stats.csv,file,tradepath,result,SUPERSEDED,FALSE,fullmarket,primary,results/evidence/tradepath/trade_path_desc_stats.csv,primary-only path output; superseded by fullmarket
results/evidence/tradepath/trade_path_episode_metrics.csv,file,tradepath,result,SUPERSEDED,FALSE,fullmarket,primary,results/evidence/tradepath/trade_path_episode_metrics.csv,primary-only path output; superseded by fullmarket
results/evidence/tradepath/trade_path_eventday_stats.csv,file,tradepath,result,SUPERSEDED,FALSE,fullmarket,primary,results/evidence/tradepath/trade_path_eventday_stats.csv,primary-only path output; superseded by fullmarket
results/evidence/tradepath/trade_path_exit_quality.csv,file,tradepath,result,SUPERSEDED,FALSE,fullmarket,primary,results/evidence/tradepath/trade_path_exit_quality.csv,primary-only path output; superseded by fullmarket
results/evidence/tradepath/trade_path_levels.csv,file,tradepath,result,SUPERSEDED,FALSE,fullmarket,primary,results/evidence/tradepath/trade_path_levels.csv,primary-only path output; superseded by fullmarket
results/evidence/tradepath/trade_path_mae_thresholds.csv,file,tradepath,result,SUPERSEDED,FALSE,fullmarket,primary,results/evidence/tradepath/trade_path_mae_thresholds.csv,primary-only path output; superseded by fullmarket
results/evidence/tradepath/trade_path_quantiles.csv,file,tradepath,result,SUPERSEDED,FALSE,fullmarket,primary,results/evidence/tradepath/trade_path_quantiles.csv,primary-only path output; superseded by fullmarket
results/evidence/tradepath/trade_path_quantiles_norm.csv,file,tradepath,result,SUPERSEDED,FALSE,fullmarket,primary,results/evidence/tradepath/trade_path_quantiles_norm.csv,primary-only path output; superseded by fullmarket
results/evidence/tradepath/trade_path_tail_risk.csv,file,tradepath,result,SUPERSEDED,FALSE,fullmarket,primary,results/evidence/tradepath/trade_path_tail_risk.csv,primary-only path output; superseded by fullmarket
results/evidence/tradepath/trade_path_tail_risk_worst20.csv,file,tradepath,result,SUPERSEDED,FALSE,fullmarket,primary,results/evidence/tradepath/trade_path_tail_risk_worst20.csv,primary-only path output; superseded by fullmarket
results/evidence/tradepath/trade_path_winner_loser_stats.csv,file,tradepath,result,SUPERSEDED,FALSE,fullmarket,primary,results/evidence/tradepath/trade_path_winner_loser_stats.csv,primary-only path output; superseded by fullmarket
results/evidence/tradepath/trade_path_yearly.csv,file,tradepath,result,SUPERSEDED,FALSE,fullmarket,primary,results/evidence/tradepath/trade_path_yearly.csv,primary-only path output; superseded by fullmarket
archive/invalid/results/trades.csv,file,original,result,INVALID,FALSE,,invalid,archive/invalid/results/trades.csv,original-system output (invalid as performance evidence)
archive/invalid/results/yearly_returns.csv,file,original,result,INVALID,FALSE,,invalid,archive/invalid/results/yearly_returns.csv,original-system output (invalid as performance evidence)
archive/superseded/results_exp/MISSING_DATA_REQUIRED.csv,file,redteam,result,SUPERSEDED,FALSE,,secondary,archive/superseded/results_exp/MISSING_DATA_REQUIRED.csv,early experiments
archive/superseded/results_exp/exp1_pit_summary.csv,file,redteam,result,SUPERSEDED,FALSE,,secondary,archive/superseded/results_exp/exp1_pit_summary.csv,early experiments
archive/superseded/results_exp/exp1_pit_verification.csv,file,redteam,result,SUPERSEDED,FALSE,,secondary,archive/superseded/results_exp/exp1_pit_verification.csv,early experiments
archive/invalid/results_exp/exp2_false_filtered_top10_bb.csv,file,redteam,result,INVALID,FALSE,,invalid,archive/invalid/results_exp/exp2_false_filtered_top10_bb.csv,exp2 limit-mismatch (invalid)
archive/invalid/results_exp/exp2_limit_mismatch.csv,file,redteam,result,INVALID,FALSE,,invalid,archive/invalid/results_exp/exp2_limit_mismatch.csv,exp2 limit-mismatch (invalid)
archive/invalid/results_exp/exp2_summary.csv,file,redteam,result,INVALID,FALSE,,invalid,archive/invalid/results_exp/exp2_summary.csv,exp2 limit-mismatch (invalid)
archive/superseded/results_exp/exp345_summary.csv,file,redteam,result,SUPERSEDED,FALSE,,secondary,archive/superseded/results_exp/exp345_summary.csv,early experiments
archive/invalid/revised_backtest.py,file,original,script,INVALID,FALSE,,invalid,archive/invalid/revised_backtest.py,original revised backtest
archive/invalid/revised_plot.py,file,original,script,INVALID,FALSE,,invalid,archive/invalid/revised_plot.py,plot helper
archive/invalid/revised_signal_analysis.py,file,original,script,INVALID,FALSE,,invalid,archive/invalid/revised_signal_analysis.py,original signal analysis
archive/superseded/round3/exp7_param_scan.csv,file,redteam,result,SUPERSEDED,FALSE,,secondary,archive/superseded/round3/exp7_param_scan.csv,round3 experiments
archive/superseded/round3/exp8_benchmark.csv,file,redteam,result,SUPERSEDED,FALSE,,secondary,archive/superseded/round3/exp8_benchmark.csv,round3 experiments
archive/superseded/round3/round3_bootstrap.csv,file,redteam,result,SUPERSEDED,FALSE,,secondary,archive/superseded/round3/round3_bootstrap.csv,round3 experiments
archive/superseded/round3/round3_trades.csv,file,redteam,result,SUPERSEDED,FALSE,,secondary,archive/superseded/round3/round3_trades.csv,round3 experiments
archive/superseded/round3/round3_walkforward.csv,file,redteam,result,SUPERSEDED,FALSE,,secondary,archive/superseded/round3/round3_walkforward.csv,round3 experiments
archive/superseded/round3/round3_yearly.csv,file,redteam,result,SUPERSEDED,FALSE,,secondary,archive/superseded/round3/round3_yearly.csv,round3 experiments
archive/superseded/round4/blind_test_log.csv,file,redteam,result,SUPERSEDED,FALSE,,secondary,archive/superseded/round4/blind_test_log.csv,round4 experiments
archive/superseded/round4/round4_cost_stress.csv,file,redteam,result,SUPERSEDED,FALSE,,secondary,archive/superseded/round4/round4_cost_stress.csv,round4 experiments
archive/superseded/round4/round4_execution_constraints.csv,file,redteam,result,SUPERSEDED,FALSE,,secondary,archive/superseded/round4/round4_execution_constraints.csv,round4 experiments
archive/superseded/round4/round4_permutation.csv,file,redteam,result,SUPERSEDED,FALSE,,secondary,archive/superseded/round4/round4_permutation.csv,round4 experiments
archive/superseded/round4/round4_pit_survivorship.csv,file,redteam,result,SUPERSEDED,FALSE,,secondary,archive/superseded/round4/round4_pit_survivorship.csv,round4 experiments
archive/superseded/round5/round5_audit.py,file,redteam,script,SUPERSEDED,FALSE,,secondary,archive/superseded/round5/round5_audit.py,round5 scripts; superseded by round51
archive/superseded/round5/run_extra_checks.py,file,redteam,script,SUPERSEDED,FALSE,,secondary,archive/superseded/round5/run_extra_checks.py,round5 scripts; superseded by round51
archive/superseded/round5/run_p0.py,file,redteam,script,SUPERSEDED,FALSE,,secondary,archive/superseded/round5/run_p0.py,round5 scripts; superseded by round51
archive/superseded/round5/run_p1.py,file,redteam,script,SUPERSEDED,FALSE,,secondary,archive/superseded/round5/run_p1.py,round5 scripts; superseded by round51
archive/superseded/round5/run_p2.py,file,redteam,script,SUPERSEDED,FALSE,,secondary,archive/superseded/round5/run_p2.py,round5 scripts; superseded by round51
archive/superseded/round5/run_p3.py,file,redteam,script,SUPERSEDED,FALSE,,secondary,archive/superseded/round5/run_p3.py,round5 scripts; superseded by round51
archive/superseded/round5/run_p4.py,file,redteam,script,SUPERSEDED,FALSE,,secondary,archive/superseded/round5/run_p4.py,round5 scripts; superseded by round51
archive/superseded/round5/run_p5.py,file,redteam,script,SUPERSEDED,FALSE,,secondary,archive/superseded/round5/run_p5.py,round5 scripts; superseded by round51
archive/superseded/round5/run_p6.py,file,redteam,script,SUPERSEDED,FALSE,,secondary,archive/superseded/round5/run_p6.py,round5 scripts; superseded by round51
