factor_id,factor_name,formula,failure_stage,failure_reason,discovery_metric,validation_metric,test_metric,yearly_direction,correlation_with_existing,duplicate_of,leakage_detected,date_killed,notes
AFS_000193,SYMBOLIC_TEMPLATE_193,"max(ret_5d,distance_52w_high)",NO_KEEP_WEAK,UNSTABLE,0.0388,0.0451,0.0482,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0068; val_q5q1=0.0068; test_q5q1=0.0034
AFS_000194,SYMBOLIC_TEMPLATE_194,"ratio(ret_5d,log_amount)",NO_KEEP_WEAK,UNSTABLE,0.0331,0.0291,0.0605,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0068; val_q5q1=0.0029; test_q5q1=0.0049
AFS_000195,SYMBOLIC_TEMPLATE_195,"diff(ret_5d,log_amount)",NO_KEEP_WEAK,UNSTABLE,0.0504,0.0756,0.0353,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0098; val_q5q1=0.0125; test_q5q1=0.0042
AFS_000196,SYMBOLIC_TEMPLATE_196,"interaction(ret_5d,log_amount)",NO_KEEP_WEAK,UNSTABLE,0.0457,0.0600,0.0375,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0089; val_q5q1=0.0097; test_q5q1=0.0006
AFS_000197,SYMBOLIC_TEMPLATE_197,"min(ret_5d,log_amount)",NO_KEEP_WEAK,UNSTABLE,0.0385,0.0451,0.0482,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0065; val_q5q1=0.0068; test_q5q1=0.0034
AFS_000198,SYMBOLIC_TEMPLATE_198,"max(ret_5d,log_amount)",VALIDATION_FAIL,OOS_FAIL,-0.0479,-0.1048,0.0379,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0078; val_q5q1=-0.0241; test_q5q1=0.0206
AFS_000199,SYMBOLIC_TEMPLATE_199,"ratio(ret_5d,amount_ratio_5_20)",NO_KEEP_WEAK,UNSTABLE,0.0472,0.0591,0.0274,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0097; val_q5q1=0.0060; test_q5q1=-0.0005
AFS_000200,SYMBOLIC_TEMPLATE_200,"diff(ret_5d,amount_ratio_5_20)",NO_KEEP_WEAK,UNSTABLE,0.0391,0.0452,0.0517,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0070; val_q5q1=0.0058; test_q5q1=0.0044
AFS_000201,SYMBOLIC_TEMPLATE_201,"interaction(ret_5d,amount_ratio_5_20)",NO_KEEP_WEAK,UNSTABLE,0.0274,0.0364,0.0567,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0038; val_q5q1=0.0039; test_q5q1=0.0078
AFS_000202,SYMBOLIC_TEMPLATE_202,"min(ret_5d,amount_ratio_5_20)",NO_KEEP_WEAK,UNSTABLE,0.0385,0.0451,0.0482,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0065; val_q5q1=0.0068; test_q5q1=0.0034
AFS_000203,SYMBOLIC_TEMPLATE_203,"max(ret_5d,amount_ratio_5_20)",DISCOVERY_FAIL,NO_SIGNAL,0.0106,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0058; val_q5q1=nan; test_q5q1=nan
AFS_000204,SYMBOLIC_TEMPLATE_204,"ratio(ret_5d,turnover_rank)",DISCOVERY_FAIL,NO_SIGNAL,-0.0103,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0050; val_q5q1=nan; test_q5q1=nan
AFS_000205,SYMBOLIC_TEMPLATE_205,"diff(ret_5d,turnover_rank)",NO_KEEP_WEAK,UNSTABLE,0.0412,0.0518,0.0429,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0075; val_q5q1=0.0084; test_q5q1=0.0043
AFS_000206,SYMBOLIC_TEMPLATE_206,"interaction(ret_5d,turnover_rank)",NO_KEEP_WEAK,UNSTABLE,0.0547,0.0972,0.0162,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0101; val_q5q1=0.0183; test_q5q1=-0.0063
AFS_000207,SYMBOLIC_TEMPLATE_207,"min(ret_5d,turnover_rank)",NO_KEEP_WEAK,UNSTABLE,0.0385,0.0451,0.0482,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0065; val_q5q1=0.0068; test_q5q1=0.0034
AFS_000208,SYMBOLIC_TEMPLATE_208,"max(ret_5d,turnover_rank)",VALIDATION_FAIL,OOS_FAIL,-0.0493,-0.1048,0.0379,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0078; val_q5q1=-0.0241; test_q5q1=0.0206
AFS_000209,SYMBOLIC_TEMPLATE_209,"ratio(ret_5d,daily_bb_signal_count)",NO_KEEP_WEAK,UNSTABLE,0.0385,0.0451,0.0482,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0065; val_q5q1=0.0068; test_q5q1=0.0034
AFS_000210,SYMBOLIC_TEMPLATE_210,"diff(ret_5d,daily_bb_signal_count)",NO_KEEP_WEAK,UNSTABLE,0.0385,0.0451,0.0482,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0065; val_q5q1=0.0068; test_q5q1=0.0034
AFS_000211,SYMBOLIC_RANDOM_211,"diff(daily_range_pct,ret_1d)",TEST_FAIL,OOS_FAIL,-0.0312,-0.0216,-0.0303,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0026; val_q5q1=-0.0031; test_q5q1=-0.0046
AFS_000212,SYMBOLIC_RANDOM_212,"max(daily_bb_up_ratio,daily_bb_signal_count)",DISCOVERY_FAIL,NO_SIGNAL,nan,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=nan; val_q5q1=nan; test_q5q1=nan
AFS_000213,SYMBOLIC_RANDOM_213,cs_rank(bb_z),DISCOVERY_FAIL,NO_SIGNAL,0.0093,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0010; val_q5q1=nan; test_q5q1=nan
AFS_000214,SYMBOLIC_RANDOM_214,sign(ret_20d),DISCOVERY_FAIL,NO_SIGNAL,nan,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=nan; val_q5q1=nan; test_q5q1=nan
AFS_000215,SYMBOLIC_RANDOM_215,"max(csi1000_ret_5,daily_bb_up_ratio)",DISCOVERY_FAIL,NO_SIGNAL,nan,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=nan; val_q5q1=nan; test_q5q1=nan
AFS_000216,SYMBOLIC_RANDOM_216,abs(csi500_ret_5),DISCOVERY_FAIL,NO_SIGNAL,nan,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=nan; val_q5q1=nan; test_q5q1=nan
AFS_000217,SYMBOLIC_RANDOM_217,"diff(gap_pct,ret_10d)",DISCOVERY_FAIL,NO_SIGNAL,-0.0181,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0029; val_q5q1=nan; test_q5q1=nan
AFS_000218,SYMBOLIC_RANDOM_218,sign(atr14_pct),DISCOVERY_FAIL,NO_SIGNAL,nan,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=nan; val_q5q1=nan; test_q5q1=nan
AFS_000219,SYMBOLIC_RANDOM_219,"max(csi500_ret_1,csi500_ret_20)",DISCOVERY_FAIL,NO_SIGNAL,nan,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=nan; val_q5q1=nan; test_q5q1=nan
AFS_000220,SYMBOLIC_RANDOM_220,"interaction(csi300_ret_5,gap_pct)",DISCOVERY_FAIL,NO_SIGNAL,0.0123,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0037; val_q5q1=nan; test_q5q1=nan
AFS_000221,SYMBOLIC_RANDOM_221,abs(daily_bb_down_ratio),DISCOVERY_FAIL,NO_SIGNAL,nan,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=nan; val_q5q1=nan; test_q5q1=nan
AFS_000222,SYMBOLIC_RANDOM_222,"diff(csi300_ret_1,atr14_pct)",NO_KEEP_WEAK,UNSTABLE,0.0448,0.0386,0.0637,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0054; val_q5q1=0.0080; test_q5q1=0.0078
AFS_000223,SYMBOLIC_RANDOM_223,"diff(csi500_ret_20,turnover_rank)",TEST_FAIL,OOS_FAIL,0.0481,0.1048,-0.0379,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0087; val_q5q1=0.0234; test_q5q1=-0.0200
AFS_000224,SYMBOLIC_RANDOM_224,"max(csi500_ret_1,csi1000_ret_20)",DISCOVERY_FAIL,NO_SIGNAL,nan,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=nan; val_q5q1=nan; test_q5q1=nan
AFS_000225,SYMBOLIC_RANDOM_225,abs(csi1000_ret_20),DISCOVERY_FAIL,NO_SIGNAL,nan,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=nan; val_q5q1=nan; test_q5q1=nan
AFS_000226,SYMBOLIC_RANDOM_226,cs_zscore(csi300_ret_1),DISCOVERY_FAIL,NO_SIGNAL,nan,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=nan; val_q5q1=nan; test_q5q1=nan
AFS_000227,SYMBOLIC_RANDOM_227,"ratio(realized_vol_20,volume_ratio_5_20)",TEST_FAIL,OOS_FAIL,-0.0431,-0.0315,-0.0063,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0086; val_q5q1=-0.0059; test_q5q1=0.0007
AFS_000228,SYMBOLIC_RANDOM_228,"max(csi300_ret_5,csi1000_ret_1)",DISCOVERY_FAIL,NO_SIGNAL,nan,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=nan; val_q5q1=nan; test_q5q1=nan
AFS_000229,SYMBOLIC_RANDOM_229,"diff(volume_ratio_5_20,log_amount)",TEST_FAIL,OOS_FAIL,0.0501,0.1118,-0.0530,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0085; val_q5q1=0.0246; test_q5q1=-0.0212
AFS_000230,SYMBOLIC_RANDOM_230,abs(ret_20d),DISCOVERY_FAIL,NO_SIGNAL,0.0014,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0013; val_q5q1=nan; test_q5q1=nan
AFS_000231,SYMBOLIC_RANDOM_231,abs(BB_width),DISCOVERY_FAIL,NO_SIGNAL,-0.0141,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0013; val_q5q1=nan; test_q5q1=nan
AFS_000232,SYMBOLIC_RANDOM_232,cs_rank(turnover_rank),VALIDATION_FAIL,OOS_FAIL,-0.0479,-0.1048,0.0379,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0078; val_q5q1=-0.0241; test_q5q1=0.0206
AFS_000233,SYMBOLIC_RANDOM_233,"interaction(csi1000_ret_5,csi300_ret_20)",DISCOVERY_FAIL,NO_SIGNAL,nan,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=nan; val_q5q1=nan; test_q5q1=nan
AFS_000234,SYMBOLIC_RANDOM_234,"ratio(drawdown_20,csi500_ret_5)",DISCOVERY_FAIL,NO_SIGNAL,0.0129,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0027; val_q5q1=nan; test_q5q1=nan
AFS_000235,SYMBOLIC_RANDOM_235,"max(csi1000_ret_1,csi1000_ret_5)",DISCOVERY_FAIL,NO_SIGNAL,nan,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=nan; val_q5q1=nan; test_q5q1=nan
AFS_000236,SYMBOLIC_RANDOM_236,cs_zscore(daily_bb_up_ratio),DISCOVERY_FAIL,NO_SIGNAL,nan,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=nan; val_q5q1=nan; test_q5q1=nan
AFS_000237,SYMBOLIC_RANDOM_237,cs_zscore(csi500_ret_1),DISCOVERY_FAIL,NO_SIGNAL,nan,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=nan; val_q5q1=nan; test_q5q1=nan
AFS_000238,SYMBOLIC_RANDOM_238,abs(realized_vol_20),TEST_FAIL,OOS_FAIL,-0.0452,-0.0278,-0.0357,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0056; val_q5q1=-0.0065; test_q5q1=0.0009
AFS_000239,SYMBOLIC_RANDOM_239,cs_zscore(realized_vol_20),TEST_FAIL,OOS_FAIL,-0.0452,-0.0278,-0.0357,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0056; val_q5q1=-0.0065; test_q5q1=0.0009
AFS_000240,SYMBOLIC_RANDOM_240,sign(daily_bb_signal_count),DISCOVERY_FAIL,NO_SIGNAL,nan,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=nan; val_q5q1=nan; test_q5q1=nan
AFS_000241,SYMBOLIC_RANDOM_241,cs_rank(BB_width),DISCOVERY_FAIL,NO_SIGNAL,-0.0141,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0013; val_q5q1=nan; test_q5q1=nan
AFS_000242,SYMBOLIC_RANDOM_242,"max(ret_1d,drawdown_20)",NO_KEEP_WEAK,UNSTABLE,0.0326,0.0233,0.0247,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0040; val_q5q1=0.0039; test_q5q1=0.0044
AFS_000243,SYMBOLIC_RANDOM_243,cs_zscore(csi300_ret_5),DISCOVERY_FAIL,NO_SIGNAL,nan,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=nan; val_q5q1=nan; test_q5q1=nan
AFS_000244,SYMBOLIC_RANDOM_244,abs(gap_pct),DISCOVERY_FAIL,NO_SIGNAL,-0.0149,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0006; val_q5q1=nan; test_q5q1=nan
AFS_000245,SYMBOLIC_RANDOM_245,cs_rank(amount_ratio_5_20),DISCOVERY_FAIL,NO_SIGNAL,0.0106,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0058; val_q5q1=nan; test_q5q1=nan
AFS_000246,SYMBOLIC_RANDOM_246,"ratio(amount_ratio_5_20,ret_10d)",TEST_FAIL,OOS_FAIL,-0.0321,-0.0394,-0.0223,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0061; val_q5q1=-0.0058; test_q5q1=0.0049
AFS_000247,SYMBOLIC_RANDOM_247,"min(volume_ratio_5_20,bb_z)",DISCOVERY_FAIL,NO_SIGNAL,0.0093,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0010; val_q5q1=nan; test_q5q1=nan
AFS_000248,SYMBOLIC_RANDOM_248,cs_rank(drawdown_60),DISCOVERY_FAIL,NO_SIGNAL,-0.0015,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0001; val_q5q1=nan; test_q5q1=nan
AFS_000249,SYMBOLIC_RANDOM_249,sign(ret_3d),DISCOVERY_FAIL,NO_SIGNAL,nan,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=nan; val_q5q1=nan; test_q5q1=nan
AFS_000250,SYMBOLIC_RANDOM_250,"interaction(amount_ratio_5_20,ret_10d)",DISCOVERY_FAIL,NO_SIGNAL,0.0187,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0012; val_q5q1=nan; test_q5q1=nan
AFS_000251,SYMBOLIC_RANDOM_251,"interaction(realized_vol_20,ret_20d)",DISCOVERY_FAIL,NO_SIGNAL,0.0185,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0028; val_q5q1=nan; test_q5q1=nan
AFS_000252,SYMBOLIC_RANDOM_252,"min(turnover_rank,bb_width)",VALIDATION_FAIL,OOS_FAIL,-0.0482,-0.1070,0.0247,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0076; val_q5q1=-0.0232; test_q5q1=0.0174
AFS_000253,SYMBOLIC_RANDOM_253,sign(signal_count_last_20d),DISCOVERY_FAIL,NO_SIGNAL,nan,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=nan; val_q5q1=nan; test_q5q1=nan
AFS_000254,SYMBOLIC_RANDOM_254,"diff(csi1000_ret_5,ret_60d)",VALIDATION_FAIL,OOS_FAIL,0.0280,-0.0163,0.0001,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0091; val_q5q1=-0.0049; test_q5q1=0.0061
AFS_000255,SYMBOLIC_RANDOM_255,"min(daily_bb_up_ratio,amount_ratio_5_20)",DISCOVERY_FAIL,NO_SIGNAL,nan,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=nan; val_q5q1=nan; test_q5q1=nan
AFS_000256,SYMBOLIC_RANDOM_256,"diff(daily_bb_signal_count,BB_width)",DISCOVERY_FAIL,NO_SIGNAL,0.0141,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0008; val_q5q1=nan; test_q5q1=nan
AFS_000257,SYMBOLIC_RANDOM_257,cs_zscore(turnover_rank),VALIDATION_FAIL,OOS_FAIL,-0.0479,-0.1048,0.0379,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0078; val_q5q1=-0.0241; test_q5q1=0.0206
AFS_000258,SYMBOLIC_RANDOM_258,sign(csi1000_ret_20),DISCOVERY_FAIL,NO_SIGNAL,nan,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=nan; val_q5q1=nan; test_q5q1=nan
AFS_000259,SYMBOLIC_RANDOM_259,sign(bb_width),DISCOVERY_FAIL,NO_SIGNAL,nan,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=nan; val_q5q1=nan; test_q5q1=nan
AFS_000260,SYMBOLIC_RANDOM_260,"max(bb_width,drawdown_20)",DISCOVERY_FAIL,NO_SIGNAL,-0.0141,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0013; val_q5q1=nan; test_q5q1=nan
AFS_000261,SYMBOLIC_RANDOM_261,"diff(daily_range_pct,volume_ratio_5_20)",TEST_FAIL,OOS_FAIL,-0.0255,-0.0194,-0.0424,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0013; val_q5q1=-0.0048; test_q5q1=-0.0039
AFS_000262,SYMBOLIC_RANDOM_262,abs(csi300_ret_1),DISCOVERY_FAIL,NO_SIGNAL,nan,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=nan; val_q5q1=nan; test_q5q1=nan
AFS_000263,SYMBOLIC_RANDOM_263,"min(days_since_first_signal,market_down_ratio)",DISCOVERY_FAIL,NO_SIGNAL,nan,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=nan; val_q5q1=nan; test_q5q1=nan
AFS_000264,SYMBOLIC_RANDOM_264,"interaction(ret_20d,turnover_rank)",NO_KEEP_WEAK,UNSTABLE,0.0274,0.0861,0.0203,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0065; val_q5q1=0.0184; test_q5q1=-0.0115
AFS_000265,SYMBOLIC_RANDOM_265,sign(log_amount),DISCOVERY_FAIL,NO_SIGNAL,nan,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=nan; val_q5q1=nan; test_q5q1=nan
AFS_000266,SYMBOLIC_RANDOM_266,"min(csi1000_ret_5,daily_range_pct)",DISCOVERY_FAIL,NO_SIGNAL,-0.0080,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0053; val_q5q1=nan; test_q5q1=nan
AFS_000267,SYMBOLIC_RANDOM_267,"ratio(ret_10d,BB_width)",DISCOVERY_FAIL,NO_SIGNAL,0.0024,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0039; val_q5q1=nan; test_q5q1=nan
AFS_000268,SYMBOLIC_RANDOM_268,cs_zscore(drawdown_20),NO_KEEP_WEAK,UNSTABLE,0.0366,0.0498,0.0482,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0055; val_q5q1=0.0087; test_q5q1=-0.0020
AFS_000269,SYMBOLIC_RANDOM_269,sign(turnover_rank),DISCOVERY_FAIL,NO_SIGNAL,nan,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=nan; val_q5q1=nan; test_q5q1=nan
AFS_000270,SYMBOLIC_RANDOM_270,cs_zscore(BB_width),DISCOVERY_FAIL,NO_SIGNAL,-0.0141,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0013; val_q5q1=nan; test_q5q1=nan
AFS_000271,SYMBOLIC_LLM_271,"ratio(bb_z, cs_zscore(atr14_pct))",NO_KEEP_WEAK,UNSTABLE,0.0361,0.0090,0.0036,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0016; val_q5q1=0.0007; test_q5q1=-0.0091
AFS_000272,SYMBOLIC_LLM_272,"interaction(distance_to_lower_band, market_down_ratio)",DISCOVERY_FAIL,NO_SIGNAL,0.0161,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0003; val_q5q1=nan; test_q5q1=nan
AFS_000273,SYMBOLIC_LLM_273,"diff(csi1000_ret_20, csi300_ret_20)",DISCOVERY_FAIL,NO_SIGNAL,nan,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=nan; val_q5q1=nan; test_q5q1=nan
AFS_000274,SYMBOLIC_LLM_274,"ratio(ret_3d, daily_range_pct)",DISCOVERY_FAIL,NO_SIGNAL,0.0063,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0035; val_q5q1=nan; test_q5q1=nan
AFS_000275,SYMBOLIC_LLM_275,"interaction(turnover_rank, amount_ratio_5_20)",VALIDATION_FAIL,OOS_FAIL,-0.0403,-0.0838,0.0066,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0040; val_q5q1=-0.0173; test_q5q1=0.0060
AFS_000276,SYMBOLIC_LLM_276,"interaction(bb_z, csi500_ret_20)",TEST_FAIL,OOS_FAIL,0.0248,-0.0033,-0.0057,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0039; val_q5q1=0.0004; test_q5q1=-0.0004
AFS_000277,SYMBOLIC_LLM_277,"ratio(drawdown_60, realized_vol_20)",TEST_FAIL,OOS_FAIL,-0.0527,0.0502,-0.0032,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0102; val_q5q1=0.0111; test_q5q1=-0.0098
AFS_000278,SYMBOLIC_LLM_278,"interaction(ret_10d, csi1000_ret_5)",DISCOVERY_FAIL,NO_SIGNAL,-0.0029,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0019; val_q5q1=nan; test_q5q1=nan
AFS_000279,SYMBOLIC_LLM_279,"diff(amount_ratio_5_20, volume_ratio_5_20)",DISCOVERY_FAIL,NO_SIGNAL,-0.0037,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0042; val_q5q1=nan; test_q5q1=nan
AFS_000280,SYMBOLIC_LLM_280,"ratio(daily_bb_up_ratio, daily_bb_down_ratio)",DISCOVERY_FAIL,NO_SIGNAL,nan,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=nan; val_q5q1=nan; test_q5q1=nan
AFS_000281,SYMBOLIC_LLM_281,"interaction(distance_52w_high, drawdown_60)",DISCOVERY_FAIL,NO_SIGNAL,-0.0045,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0012; val_q5q1=nan; test_q5q1=nan
AFS_000282,SYMBOLIC_LLM_282,"diff(gap_pct, cs_zscore(gap_pct))",DISCOVERY_FAIL,NO_SIGNAL,0.0130,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0026; val_q5q1=nan; test_q5q1=nan
AFS_000283,SYMBOLIC_LLM_283,"ratio(ret_20d, distance_ma60)",DISCOVERY_FAIL,NO_SIGNAL,-0.0112,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0007; val_q5q1=nan; test_q5q1=nan
AFS_000284,SYMBOLIC_LLM_284,"interaction(daily_bb_signal_count, market_down_ratio)",DISCOVERY_FAIL,NO_SIGNAL,nan,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=nan; val_q5q1=nan; test_q5q1=nan
AFS_000285,SYMBOLIC_LLM_285,"diff(ret_60d, csi500_ret_20)",TEST_FAIL,OOS_FAIL,-0.0280,0.0163,-0.0001,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0093; val_q5q1=0.0046; test_q5q1=-0.0071
AFS_000286,SYMBOLIC_LLM_286,"ratio(signal_count_last_20d, days_since_first_signal)",NO_KEEP_WEAK,UNSTABLE,-0.0561,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0047; val_q5q1=nan; test_q5q1=nan
AFS_000287,SYMBOLIC_LLM_287,"interaction(bb_width, atr14_pct)",TEST_FAIL,OOS_FAIL,-0.0267,-0.1124,-0.0284,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0006; val_q5q1=-0.0200; test_q5q1=0.0048
AFS_000288,SYMBOLIC_LLM_288,"diff(log_amount, cs_zscore(bb_z))",VALIDATION_FAIL,OOS_FAIL,-0.0432,-0.0744,0.0198,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0071; val_q5q1=-0.0140; test_q5q1=0.0116
AFS_000289,SYMBOLIC_LLM_289,"ratio(distance_ma5, realized_vol_10)",DISCOVERY_FAIL,NO_SIGNAL,0.0127,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0013; val_q5q1=nan; test_q5q1=nan
AFS_000290,SYMBOLIC_LLM_290,"interaction(ret_1d, ret_20d)",DISCOVERY_FAIL,NO_SIGNAL,-0.0168,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0003; val_q5q1=nan; test_q5q1=nan
AFS_000291,SYMBOLIC_LLM_291,"diff(csi500_ret_1, csi300_ret_1)",DISCOVERY_FAIL,NO_SIGNAL,nan,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=nan; val_q5q1=nan; test_q5q1=nan
AFS_000292,SYMBOLIC_LLM_292,"ratio(market_up_ratio, atr14_pct)",NO_KEEP_WEAK,UNSTABLE,0.0448,0.0386,0.0637,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0054; val_q5q1=0.0080; test_q5q1=0.0078
AFS_000293,SYMBOLIC_LLM_293,"interaction(drawdown_20, daily_bb_down_ratio)",NO_KEEP_WEAK,UNSTABLE,0.0366,0.0498,0.0482,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0055; val_q5q1=0.0087; test_q5q1=-0.0020
AFS_000294,SYMBOLIC_LLM_294,"diff(realized_vol_20, realized_vol_10)",DISCOVERY_FAIL,NO_SIGNAL,-0.0028,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0031; val_q5q1=nan; test_q5q1=nan
AFS_000295,SYMBOLIC_LLM_295,"ratio(days_since_first_signal, signal_count_last_20d)",TEST_FAIL,OOS_FAIL,0.0556,-0.0031,-0.0115,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0110; val_q5q1=-0.0004; test_q5q1=0.0129
