factor_id,factor_name,factor_family,formula,canonical_expression,description,economic_hypothesis,universe,input_fields,lookback,operators,PIT_status,max_source_lag,missing_policy,winsorization,normalization,expression_hash,complexity_depth,complexity_inputs,complexity_interactions,created_date,created_by,experiment_id,discovery_period,validation_period,test_period,status,notes
AFS_000097,SYMBOLIC_TEMPLATE_97,BB_CONDITIONAL,"max(bb_z,csi500_ret_5)","max(bb_z,csi500_ret_5)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|csi500_ret_5|max,nan,,PIT_OK,,,,,4041d353287acce3,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000098,SYMBOLIC_TEMPLATE_98,BB_CONDITIONAL,"ratio(bb_z,gap_pct)","ratio(bb_z,gap_pct)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|gap_pct|ratio,nan,,PIT_OK,,,,,e6ac070ecbb4b10d,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000099,SYMBOLIC_TEMPLATE_99,BB_CONDITIONAL,"diff(bb_z,gap_pct)","diff(bb_z,gap_pct)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|diff|gap_pct,nan,,PIT_OK,,,,,f58e6e1e4c95e04b,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000100,SYMBOLIC_TEMPLATE_100,BB_CONDITIONAL,"interaction(bb_z,gap_pct)","interaction(bb_z,gap_pct)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|gap_pct|interaction,nan,,PIT_OK,,,,,1bc17cc2614cbae4,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000101,SYMBOLIC_TEMPLATE_101,BB_CONDITIONAL,"min(bb_z,gap_pct)","min(bb_z,gap_pct)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|gap_pct|min,nan,,PIT_OK,,,,,8c77077ca125c7fe,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000102,SYMBOLIC_TEMPLATE_102,BB_CONDITIONAL,"max(bb_z,gap_pct)","max(bb_z,gap_pct)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|gap_pct|max,nan,,PIT_OK,,,,,76fc2c66dd45afdc,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000103,SYMBOLIC_TEMPLATE_103,BB_CONDITIONAL,"ratio(distance_to_lower_band,ret_5d)","ratio(distance_to_lower_band,ret_5d)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,distance_to_lower_band|ratio|ret_5d,nan,,PIT_OK,,,,,e687f0ea03cdc974,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000104,SYMBOLIC_TEMPLATE_104,BB_CONDITIONAL,"diff(distance_to_lower_band,ret_5d)","diff(distance_to_lower_band,ret_5d)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,diff|distance_to_lower_band|ret_5d,nan,,PIT_OK,,,,,830866afb3a4fc13,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000105,SYMBOLIC_TEMPLATE_105,BB_CONDITIONAL,"interaction(distance_to_lower_band,ret_5d)","interaction(distance_to_lower_band,ret_5d)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,distance_to_lower_band|interaction|ret_5d,nan,,PIT_OK,,,,,7c79f64451143b79,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000106,SYMBOLIC_TEMPLATE_106,BB_CONDITIONAL,"min(distance_to_lower_band,ret_5d)","min(distance_to_lower_band,ret_5d)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,distance_to_lower_band|min|ret_5d,nan,,PIT_OK,,,,,27190575c437f65b,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000107,SYMBOLIC_TEMPLATE_107,BB_CONDITIONAL,"max(distance_to_lower_band,ret_5d)","max(distance_to_lower_band,ret_5d)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,distance_to_lower_band|max|ret_5d,nan,,PIT_OK,,,,,1377cdf37b24562d,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000108,SYMBOLIC_TEMPLATE_108,BB_CONDITIONAL,"ratio(distance_to_lower_band,ret_20d)","ratio(distance_to_lower_band,ret_20d)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,distance_to_lower_band|ratio|ret_20d,nan,,PIT_OK,,,,,4b3eef3225b8357b,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000109,SYMBOLIC_TEMPLATE_109,BB_CONDITIONAL,"diff(distance_to_lower_band,ret_20d)","diff(distance_to_lower_band,ret_20d)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,diff|distance_to_lower_band|ret_20d,nan,,PIT_OK,,,,,199f66874fe413bf,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000110,SYMBOLIC_TEMPLATE_110,BB_CONDITIONAL,"interaction(distance_to_lower_band,ret_20d)","interaction(distance_to_lower_band,ret_20d)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,distance_to_lower_band|interaction|ret_20d,nan,,PIT_OK,,,,,2ee911f8008ec176,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000111,SYMBOLIC_TEMPLATE_111,BB_CONDITIONAL,"min(distance_to_lower_band,ret_20d)","min(distance_to_lower_band,ret_20d)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,distance_to_lower_band|min|ret_20d,nan,,PIT_OK,,,,,38f2f95a445163f9,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000112,SYMBOLIC_TEMPLATE_112,BB_CONDITIONAL,"max(distance_to_lower_band,ret_20d)","max(distance_to_lower_band,ret_20d)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,distance_to_lower_band|max|ret_20d,nan,,PIT_OK,,,,,a09becb2d9a5a9bf,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000113,SYMBOLIC_TEMPLATE_113,BB_CONDITIONAL,"ratio(distance_to_lower_band,atr14_pct)","ratio(distance_to_lower_band,atr14_pct)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,atr14_pct|distance_to_lower_band|ratio,nan,,PIT_OK,,,,,401c6baafd0dd07b,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000114,SYMBOLIC_TEMPLATE_114,BB_CONDITIONAL,"diff(distance_to_lower_band,atr14_pct)","diff(distance_to_lower_band,atr14_pct)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,atr14_pct|diff|distance_to_lower_band,nan,,PIT_OK,,,,,71f03c22145cf43d,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000115,SYMBOLIC_TEMPLATE_115,BB_CONDITIONAL,"interaction(distance_to_lower_band,atr14_pct)","interaction(atr14_pct,distance_to_lower_band)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,atr14_pct|distance_to_lower_band|interaction,nan,,PIT_OK,,,,,1b28fe41b5a62c5d,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000116,SYMBOLIC_TEMPLATE_116,BB_CONDITIONAL,"min(distance_to_lower_band,atr14_pct)","min(atr14_pct,distance_to_lower_band)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,atr14_pct|distance_to_lower_band|min,nan,,PIT_OK,,,,,57506517aa0c5ad9,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000117,SYMBOLIC_TEMPLATE_117,BB_CONDITIONAL,"max(distance_to_lower_band,atr14_pct)","max(atr14_pct,distance_to_lower_band)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,atr14_pct|distance_to_lower_band|max,nan,,PIT_OK,,,,,b7680a340776f46a,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000118,SYMBOLIC_TEMPLATE_118,BB_CONDITIONAL,"diff(distance_to_lower_band,bb_width)","diff(distance_to_lower_band,bb_width)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_width|diff|distance_to_lower_band,nan,,PIT_OK,,,,,daac6d3c407525df,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000119,SYMBOLIC_TEMPLATE_119,BB_CONDITIONAL,"interaction(distance_to_lower_band,bb_width)","interaction(bb_width,distance_to_lower_band)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_width|distance_to_lower_band|interaction,nan,,PIT_OK,,,,,174d3969130637de,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000120,SYMBOLIC_TEMPLATE_120,BB_CONDITIONAL,"min(distance_to_lower_band,bb_width)","min(bb_width,distance_to_lower_band)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_width|distance_to_lower_band|min,nan,,PIT_OK,,,,,57a08c480c77b3dc,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000121,SYMBOLIC_TEMPLATE_121,BB_CONDITIONAL,"max(distance_to_lower_band,bb_width)","max(bb_width,distance_to_lower_band)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_width|distance_to_lower_band|max,nan,,PIT_OK,,,,,7ac659370aca60d6,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000122,SYMBOLIC_TEMPLATE_122,BB_CONDITIONAL,"ratio(distance_to_lower_band,drawdown_20)","ratio(distance_to_lower_band,drawdown_20)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,distance_to_lower_band|drawdown_20|ratio,nan,,PIT_OK,,,,,549b391794456e14,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000123,SYMBOLIC_TEMPLATE_123,BB_CONDITIONAL,"diff(distance_to_lower_band,drawdown_20)","diff(distance_to_lower_band,drawdown_20)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,diff|distance_to_lower_band|drawdown_20,nan,,PIT_OK,,,,,3915140489d033ab,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000124,SYMBOLIC_TEMPLATE_124,BB_CONDITIONAL,"interaction(distance_to_lower_band,drawdown_20)","interaction(distance_to_lower_band,drawdown_20)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,distance_to_lower_band|drawdown_20|interaction,nan,,PIT_OK,,,,,4676e0ee507e5aa9,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000125,SYMBOLIC_TEMPLATE_125,BB_CONDITIONAL,"min(distance_to_lower_band,drawdown_20)","min(distance_to_lower_band,drawdown_20)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,distance_to_lower_band|drawdown_20|min,nan,,PIT_OK,,,,,268c2f95c0dee7e0,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000126,SYMBOLIC_TEMPLATE_126,BB_CONDITIONAL,"max(distance_to_lower_band,drawdown_20)","max(distance_to_lower_band,drawdown_20)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,distance_to_lower_band|drawdown_20|max,nan,,PIT_OK,,,,,6ec8786a14bf1140,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000127,SYMBOLIC_TEMPLATE_127,BB_CONDITIONAL,"ratio(distance_to_lower_band,distance_52w_high)","ratio(distance_to_lower_band,distance_52w_high)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,distance_52w_high|distance_to_lower_band|ratio,nan,,PIT_OK,,,,,23ec334756067f40,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000128,SYMBOLIC_TEMPLATE_128,BB_CONDITIONAL,"diff(distance_to_lower_band,distance_52w_high)","diff(distance_to_lower_band,distance_52w_high)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,diff|distance_52w_high|distance_to_lower_band,nan,,PIT_OK,,,,,739c630a31d3116f,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000129,SYMBOLIC_TEMPLATE_129,BB_CONDITIONAL,"interaction(distance_to_lower_band,distance_52w_high)","interaction(distance_52w_high,distance_to_lower_band)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,distance_52w_high|distance_to_lower_band|interaction,nan,,PIT_OK,,,,,45576d3a41fd60ed,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000130,SYMBOLIC_TEMPLATE_130,BB_CONDITIONAL,"min(distance_to_lower_band,distance_52w_high)","min(distance_52w_high,distance_to_lower_band)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,distance_52w_high|distance_to_lower_band|min,nan,,PIT_OK,,,,,18d763918a5e30f1,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000131,SYMBOLIC_TEMPLATE_131,BB_CONDITIONAL,"max(distance_to_lower_band,distance_52w_high)","max(distance_52w_high,distance_to_lower_band)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,distance_52w_high|distance_to_lower_band|max,nan,,PIT_OK,,,,,11750d48335abd0f,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000132,SYMBOLIC_TEMPLATE_132,BB_CONDITIONAL,"ratio(distance_to_lower_band,log_amount)","ratio(distance_to_lower_band,log_amount)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,distance_to_lower_band|log_amount|ratio,nan,,PIT_OK,,,,,dcf55f69807340aa,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000133,SYMBOLIC_TEMPLATE_133,BB_CONDITIONAL,"diff(distance_to_lower_band,log_amount)","diff(distance_to_lower_band,log_amount)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,diff|distance_to_lower_band|log_amount,nan,,PIT_OK,,,,,6e943fa7c7b09081,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000134,SYMBOLIC_TEMPLATE_134,BB_CONDITIONAL,"interaction(distance_to_lower_band,log_amount)","interaction(distance_to_lower_band,log_amount)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,distance_to_lower_band|interaction|log_amount,nan,,PIT_OK,,,,,4a8cbfadcadeb612,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000135,SYMBOLIC_TEMPLATE_135,BB_CONDITIONAL,"min(distance_to_lower_band,log_amount)","min(distance_to_lower_band,log_amount)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,distance_to_lower_band|log_amount|min,nan,,PIT_OK,,,,,e1bc2c3ddc1c5e9c,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000136,SYMBOLIC_TEMPLATE_136,BB_CONDITIONAL,"max(distance_to_lower_band,log_amount)","max(distance_to_lower_band,log_amount)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,distance_to_lower_band|log_amount|max,nan,,PIT_OK,,,,,7ca4e5389f92b98b,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000137,SYMBOLIC_TEMPLATE_137,BB_CONDITIONAL,"ratio(distance_to_lower_band,amount_ratio_5_20)","ratio(distance_to_lower_band,amount_ratio_5_20)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,amount_ratio_5_20|distance_to_lower_band|ratio,nan,,PIT_OK,,,,,0796bae587d90312,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000138,SYMBOLIC_TEMPLATE_138,BB_CONDITIONAL,"diff(distance_to_lower_band,amount_ratio_5_20)","diff(distance_to_lower_band,amount_ratio_5_20)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,amount_ratio_5_20|diff|distance_to_lower_band,nan,,PIT_OK,,,,,3277b4bf4436c9c1,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000139,SYMBOLIC_TEMPLATE_139,BB_CONDITIONAL,"min(distance_to_lower_band,amount_ratio_5_20)","min(amount_ratio_5_20,distance_to_lower_band)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,amount_ratio_5_20|distance_to_lower_band|min,nan,,PIT_OK,,,,,5d31aa29ecfc2571,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000140,SYMBOLIC_TEMPLATE_140,BB_CONDITIONAL,"max(distance_to_lower_band,amount_ratio_5_20)","max(amount_ratio_5_20,distance_to_lower_band)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,amount_ratio_5_20|distance_to_lower_band|max,nan,,PIT_OK,,,,,1b80c047837b3b5d,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000141,SYMBOLIC_TEMPLATE_141,BB_CONDITIONAL,"ratio(distance_to_lower_band,turnover_rank)","ratio(distance_to_lower_band,turnover_rank)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,distance_to_lower_band|ratio|turnover_rank,nan,,PIT_OK,,,,,e731a35e5b6aea2f,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000142,SYMBOLIC_TEMPLATE_142,BB_CONDITIONAL,"diff(distance_to_lower_band,turnover_rank)","diff(distance_to_lower_band,turnover_rank)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,diff|distance_to_lower_band|turnover_rank,nan,,PIT_OK,,,,,5118a9f1856a4c77,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000143,SYMBOLIC_TEMPLATE_143,BB_CONDITIONAL,"interaction(distance_to_lower_band,turnover_rank)","interaction(distance_to_lower_band,turnover_rank)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,distance_to_lower_band|interaction|turnover_rank,nan,,PIT_OK,,,,,bd166ec9aa048762,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000144,SYMBOLIC_TEMPLATE_144,BB_CONDITIONAL,"min(distance_to_lower_band,turnover_rank)","min(distance_to_lower_band,turnover_rank)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,distance_to_lower_band|min|turnover_rank,nan,,PIT_OK,,,,,cba5a704a16e2d23,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000145,SYMBOLIC_TEMPLATE_145,BB_CONDITIONAL,"max(distance_to_lower_band,turnover_rank)","max(distance_to_lower_band,turnover_rank)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,distance_to_lower_band|max|turnover_rank,nan,,PIT_OK,,,,,7983db15b800c0b0,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000146,SYMBOLIC_TEMPLATE_146,BB_CONDITIONAL,"ratio(distance_to_lower_band,daily_bb_signal_count)","ratio(distance_to_lower_band,daily_bb_signal_count)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,daily_bb_signal_count|distance_to_lower_band|ratio,nan,,PIT_OK,,,,,034b43efb401fd99,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000147,SYMBOLIC_TEMPLATE_147,BB_CONDITIONAL,"diff(distance_to_lower_band,daily_bb_signal_count)","diff(distance_to_lower_band,daily_bb_signal_count)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,daily_bb_signal_count|diff|distance_to_lower_band,nan,,PIT_OK,,,,,f062c3af0e28ffe2,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000148,SYMBOLIC_TEMPLATE_148,BB_CONDITIONAL,"interaction(distance_to_lower_band,daily_bb_signal_count)","interaction(daily_bb_signal_count,distance_to_lower_band)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,daily_bb_signal_count|distance_to_lower_band|interaction,nan,,PIT_OK,,,,,9d6455af0ed6c78d,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000149,SYMBOLIC_TEMPLATE_149,BB_CONDITIONAL,"min(distance_to_lower_band,daily_bb_signal_count)","min(daily_bb_signal_count,distance_to_lower_band)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,daily_bb_signal_count|distance_to_lower_band|min,nan,,PIT_OK,,,,,d5b7cfb0437f7467,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000150,SYMBOLIC_TEMPLATE_150,BB_CONDITIONAL,"max(distance_to_lower_band,daily_bb_signal_count)","max(daily_bb_signal_count,distance_to_lower_band)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,daily_bb_signal_count|distance_to_lower_band|max,nan,,PIT_OK,,,,,3afefc6d7d4b91d5,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000151,SYMBOLIC_TEMPLATE_151,BB_CONDITIONAL,"ratio(distance_to_lower_band,market_up_ratio)","ratio(distance_to_lower_band,market_up_ratio)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,distance_to_lower_band|market_up_ratio|ratio,nan,,PIT_OK,,,,,e1c3deb09351c99f,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000152,SYMBOLIC_TEMPLATE_152,BB_CONDITIONAL,"diff(distance_to_lower_band,market_up_ratio)","diff(distance_to_lower_band,market_up_ratio)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,diff|distance_to_lower_band|market_up_ratio,nan,,PIT_OK,,,,,03091a3e4f5c1195,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000153,SYMBOLIC_TEMPLATE_153,BB_CONDITIONAL,"interaction(distance_to_lower_band,market_up_ratio)","interaction(distance_to_lower_band,market_up_ratio)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,distance_to_lower_band|interaction|market_up_ratio,nan,,PIT_OK,,,,,dd147769c5ba1d35,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000154,SYMBOLIC_TEMPLATE_154,BB_CONDITIONAL,"min(distance_to_lower_band,market_up_ratio)","min(distance_to_lower_band,market_up_ratio)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,distance_to_lower_band|market_up_ratio|min,nan,,PIT_OK,,,,,2cfbfd3bc1362c41,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000155,SYMBOLIC_TEMPLATE_155,BB_CONDITIONAL,"max(distance_to_lower_band,market_up_ratio)","max(distance_to_lower_band,market_up_ratio)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,distance_to_lower_band|market_up_ratio|max,nan,,PIT_OK,,,,,c36e67edd6748d05,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000156,SYMBOLIC_TEMPLATE_156,BB_CONDITIONAL,"ratio(distance_to_lower_band,csi300_ret_5)","ratio(distance_to_lower_band,csi300_ret_5)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,csi300_ret_5|distance_to_lower_band|ratio,nan,,PIT_OK,,,,,a5a327c8867cb4dc,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000157,SYMBOLIC_TEMPLATE_157,BB_CONDITIONAL,"diff(distance_to_lower_band,csi300_ret_5)","diff(distance_to_lower_band,csi300_ret_5)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,csi300_ret_5|diff|distance_to_lower_band,nan,,PIT_OK,,,,,6fa37ddb179a1da0,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000158,SYMBOLIC_TEMPLATE_158,BB_CONDITIONAL,"interaction(distance_to_lower_band,csi300_ret_5)","interaction(csi300_ret_5,distance_to_lower_band)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,csi300_ret_5|distance_to_lower_band|interaction,nan,,PIT_OK,,,,,cbe9e3cbf6d00582,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000159,SYMBOLIC_TEMPLATE_159,BB_CONDITIONAL,"min(distance_to_lower_band,csi300_ret_5)","min(csi300_ret_5,distance_to_lower_band)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,csi300_ret_5|distance_to_lower_band|min,nan,,PIT_OK,,,,,31b5e298cf82eafd,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000160,SYMBOLIC_TEMPLATE_160,BB_CONDITIONAL,"max(distance_to_lower_band,csi300_ret_5)","max(csi300_ret_5,distance_to_lower_band)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,csi300_ret_5|distance_to_lower_band|max,nan,,PIT_OK,,,,,af69e31c5ff2d1ad,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000161,SYMBOLIC_TEMPLATE_161,BB_CONDITIONAL,"ratio(distance_to_lower_band,csi500_ret_5)","ratio(distance_to_lower_band,csi500_ret_5)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,csi500_ret_5|distance_to_lower_band|ratio,nan,,PIT_OK,,,,,6caca851e1543435,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
