factor_id,request_index,generator,formula,expression_hash,family,final_status,failure_stage,failure_reason,disc_ic,val_ic,test_ic,pass_discovery,fdr_pass
AFS_000264,264,RANDOM,"interaction(ret_20d,turnover_rank)",5a4f8a0cd60f1131,INTERACTION,FAIL,NO_KEEP_WEAK,UNSTABLE,0.0273545082853176,0.0860608596568241,0.0202659024819806,True,True
AFS_000265,265,RANDOM,sign(log_amount),d6d57743f5bdec4b,LIQUIDITY,FAIL,DISCOVERY_FAIL,NO_SIGNAL,,,,False,False
AFS_000266,266,RANDOM,"min(csi1000_ret_5,daily_range_pct)",8108de8645330bff,PRICE_REVERSAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.0080447489695033,,,False,False
AFS_000267,267,RANDOM,"ratio(ret_10d,BB_width)",04866032a498484d,INTERACTION,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0023568793132278,,,False,False
AFS_000268,268,RANDOM,cs_zscore(drawdown_20),4e240fce59a247d7,CROSS_SECTIONAL,FAIL,NO_KEEP_WEAK,UNSTABLE,0.036561879659625,0.0498018432967748,0.0481507175068686,True,True
AFS_000269,269,RANDOM,sign(turnover_rank),a4344e726e869364,CROSS_SECTIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,,,,False,False
AFS_000270,270,RANDOM,cs_zscore(BB_width),0b8e583684a2d349,CROSS_SECTIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.0140719626352007,,,False,False
AFS_000271,271,LLM,"ratio(bb_z, cs_zscore(atr14_pct))",1f78752960cdbc8d,BB_CONDITIONAL,FAIL,NO_KEEP_WEAK,UNSTABLE,0.0361404807537428,0.0090127082439657,0.0036316748989271,True,True
AFS_000272,272,LLM,"interaction(distance_to_lower_band, market_down_ratio)",a89154f87bb7f382,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0160545941857973,,,False,False
AFS_000273,273,LLM,"diff(csi1000_ret_20, csi300_ret_20)",fbc33a9988ddc7a5,INTERACTION,FAIL,DISCOVERY_FAIL,NO_SIGNAL,,,,False,False
AFS_000274,274,LLM,"ratio(ret_3d, daily_range_pct)",8752aaf553dacaee,INTERACTION,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0063473146795492,,,False,False
AFS_000275,275,LLM,"interaction(turnover_rank, amount_ratio_5_20)",5ea6b211e67ecd2e,INTERACTION,FAIL,VALIDATION_FAIL,OOS_FAIL,-0.0402584616655873,-0.0838208178267368,0.0066031131194398,True,True
AFS_000276,276,LLM,"interaction(bb_z, csi500_ret_20)",60d06edb38d787f2,BB_CONDITIONAL,FAIL,TEST_FAIL,OOS_FAIL,0.0247954957093162,-0.0032553624695672,-0.0057397829229772,True,True
AFS_000277,277,LLM,"ratio(drawdown_60, realized_vol_20)",4e8fd74142939512,INTERACTION,FAIL,TEST_FAIL,OOS_FAIL,-0.0527089769120768,0.0501889264187967,-0.0031558231782804,True,True
AFS_000278,278,LLM,"interaction(ret_10d, csi1000_ret_5)",2e0b5c623105a41b,INTERACTION,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.0029498292331316,,,False,False
AFS_000279,279,LLM,"diff(amount_ratio_5_20, volume_ratio_5_20)",639362baa4592c15,INTERACTION,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.0036748535394264,,,False,False
AFS_000280,280,LLM,"ratio(daily_bb_up_ratio, daily_bb_down_ratio)",d45978b7be6af504,INTERACTION,FAIL,DISCOVERY_FAIL,NO_SIGNAL,,,,False,False
AFS_000281,281,LLM,"interaction(distance_52w_high, drawdown_60)",a8eac0de41ef5c3b,INTERACTION,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.0044684631384848,,,False,False
AFS_000282,282,LLM,"diff(gap_pct, cs_zscore(gap_pct))",5ab2954ece057057,INTERACTION,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0130172845055925,,,False,False
AFS_000283,283,LLM,"ratio(ret_20d, distance_ma60)",43050fb685d8b9c8,INTERACTION,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.0112376212803234,,,False,False
AFS_000284,284,LLM,"interaction(daily_bb_signal_count, market_down_ratio)",81354704db2289ce,INTERACTION,FAIL,DISCOVERY_FAIL,NO_SIGNAL,,,,False,False
AFS_000285,285,LLM,"diff(ret_60d, csi500_ret_20)",b4ba0fc74ac5b75b,INTERACTION,FAIL,TEST_FAIL,OOS_FAIL,-0.0280120775674929,0.0162993755944797,-7.011939598589888e-05,True,True
AFS_000286,286,LLM,"ratio(signal_count_last_20d, days_since_first_signal)",dd8e0651036bfad8,INTERACTION,FAIL,NO_KEEP_WEAK,UNSTABLE,-0.0561136428086097,,,False,True
AFS_000287,287,LLM,"interaction(bb_width, atr14_pct)",979be422a4e07a1c,INTERACTION,FAIL,TEST_FAIL,OOS_FAIL,-0.0267464372467208,-0.1123668375615856,-0.0283531978581652,True,True
AFS_000288,288,LLM,"diff(log_amount, cs_zscore(bb_z))",a033a60b84937236,BB_CONDITIONAL,FAIL,VALIDATION_FAIL,OOS_FAIL,-0.0432392023472899,-0.0743758412210555,0.0198312644683312,True,True
AFS_000289,289,LLM,"ratio(distance_ma5, realized_vol_10)",1baef0292fbecfb9,INTERACTION,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0127443404143351,,,False,False
AFS_000290,290,LLM,"interaction(ret_1d, ret_20d)",35ed56f2bcca4c25,INTERACTION,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.0167503663073881,,,False,False
AFS_000291,291,LLM,"diff(csi500_ret_1, csi300_ret_1)",d27f18c5a42632b0,INTERACTION,FAIL,DISCOVERY_FAIL,NO_SIGNAL,,,,False,False
AFS_000292,292,LLM,"ratio(market_up_ratio, atr14_pct)",ea68db19b8057955,INTERACTION,FAIL,NO_KEEP_WEAK,UNSTABLE,0.0447915650932223,0.038574611769485,0.0636965942220211,True,True
AFS_000293,293,LLM,"interaction(drawdown_20, daily_bb_down_ratio)",539d2bbd2f8c7524,INTERACTION,FAIL,NO_KEEP_WEAK,UNSTABLE,0.036561879659625,0.0498018432967748,0.0481507175068686,True,True
AFS_000294,294,LLM,"diff(realized_vol_20, realized_vol_10)",846badfae66b81d7,INTERACTION,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.0028172136552555,,,False,False
AFS_000295,295,LLM,"ratio(days_since_first_signal, signal_count_last_20d)",5373b21b0c76a48b,INTERACTION,FAIL,TEST_FAIL,OOS_FAIL,0.0556354305603086,-0.0030883535410978,-0.0115043136724053,True,True
AFS_000296,296,LLM,"interaction(csi1000_ret_5, bb_width)",fdf3a0a35be0ed5d,INTERACTION,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0061792164218903,,,False,False
AFS_000297,297,LLM,"diff(ret_5d, ret_1d)",dbcc82572d96e5ca,INTERACTION,FAIL,NO_KEEP_WEAK,UNSTABLE,0.021313334487523,0.0372107321992211,0.0260036167961152,True,True
AFS_000298,298,LLM,"ratio(turnover_rank, bb_width)",22677e6d826e0f84,INTERACTION,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.0165800828024088,,,False,False
AFS_000299,299,LLM,"interaction(gap_pct, daily_bb_signal_count)",a209b2305fa168af,INTERACTION,FAIL,TEST_FAIL,OOS_FAIL,0.0263628627765486,0.0024780031173424,-0.0012597784070103,True,True
AFS_000300,300,LLM,"diff(distance_52w_high, distance_ma20)",fddb521b37c02edd,INTERACTION,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.0068848603658186,,,False,False
