episode_id,ts_code,stock_name,signal_date,entry_date,exit_date,exit_type,levels_used,hold_days,total_cost,pnl,simple_return_pct
27263,000592.SZ,平潭发展,2022-07-15,2022-07-18,2022-08-01,TAKE_PROFIT_DYN,1,10,199931.64871679997,20880.465016320028,10.4438017444136
2559,600365.SH,通葡股份,2020-04-28,2020-04-29,2020-06-04,TAKE_PROFIT_DYN,1,23,199865.56553964,20878.701787800033,10.446372656253832
25732,600177.SH,雅戈尔,2022-04-26,2022-04-27,2022-05-05,TAKE_PROFIT_DYN,1,3,199865.56553964,20878.701787800033,10.446372656253832
38772,002317.SZ,众生药业,2023-04-20,2023-04-21,2023-04-24,TAKE_PROFIT_DYN,1,1,198537.89443488,20877.381534239976,10.515565098373555
48929,300084.SZ,海默科技,2023-12-08,2023-12-11,2023-12-29,TAKE_PROFIT_DYN,2,14,399768.1777088999,20876.503184460045,5.222152324405805
6177,000166.SZ,申万宏源,2020-10-26,2020-10-27,2020-11-23,TAKE_PROFIT_DYN,2,19,399670.05420341995,20875.891404060007,5.223281350329742
58643,002673.SZ,西部证券,2024-07-04,2024-07-05,2024-07-31,TAKE_PROFIT_DYN,2,18,399854.2860912599,20874.247025940043,5.220463491837087
12629,688561.SH,奇安信,2021-06-08,2021-06-09,2021-06-21,TAKE_PROFIT_DYN,1,7,198348.65624574,20874.055660200043,10.5239208852207
9488,300159.SZ,新研股份,2021-01-20,2021-01-21,2021-03-04,TAKE_PROFIT_DYN,2,25,400021.49655467994,20873.65849380009,5.218134193682468
22040,603860.SH,中公高科,2022-01-27,2022-01-28,2022-02-08,TAKE_PROFIT_DYN,1,2,198589.9599684,20873.207581200055,10.5107063743411
33413,603798.SH,康普顿,2022-12-16,2022-12-19,2023-02-03,TAKE_PROFIT_DYN,1,28,199342.90768391997,20870.561293200037,10.469678372652517
12832,002736.SZ,国信证券,2021-06-15,2021-06-16,2021-07-01,TAKE_PROFIT_DYN,1,11,199907.61847056,20868.576577199972,10.439110193428297
23173,601298.SH,青岛港,2022-03-09,2022-03-10,2022-04-06,TAKE_PROFIT_DYN,2,17,399237.5097710999,20867.434199460025,5.226822051721599
22500,000156.SZ,华数传媒,2022-03-08,2022-03-09,2022-04-06,TAKE_PROFIT_DYN,2,18,398690.8216691399,20867.360090940085,5.233970524723342
43275,601609.SH,金田铜业,2023-08-09,2023-08-10,2023-09-04,TAKE_PROFIT_DYN,3,17,598609.4540025599,20866.817949120188,3.485881789803967
58743,002179.SZ,中航光电,2024-07-08,2024-07-09,2024-07-22,TAKE_PROFIT_DYN,1,9,199050.539688,20865.89270304001,10.482710941525738
60199,603153.SH,上海建科,2024-08-22,2024-08-23,2024-08-26,TAKE_PROFIT_DYN,1,1,199290.8421504,20865.16802303999,10.46970738740396
37291,301081.SZ,严牌股份,2023-03-14,2023-03-15,2023-05-25,TAKE_PROFIT_DYN,3,47,598637.48928984,20864.0500092,3.48525616629037
59790,300685.SZ,艾德生物,2024-08-21,2024-08-22,2024-09-12,TAKE_PROFIT_DYN,1,15,199723.38658271995,20863.86359904005,10.446379843653816
19309,300665.SZ,飞鹿股份,2021-12-24,2021-12-27,2022-01-13,TAKE_PROFIT_DYN,1,12,199699.35633648,20863.322081640013,10.447365712329448
35724,300611.SZ,美力科技,2023-02-27,2023-02-28,2023-06-12,TAKE_PROFIT_DYN,4,70,798993.6723568798,20862.293880240177,2.611071226471715
53660,300755.SZ,华致酒行,2024-03-27,2024-03-28,2024-04-26,TAKE_PROFIT_DYN,1,19,199125.63420749997,20861.6732775,10.4766387112977
51512,600186.SH,莲花健康,2024-01-18,2024-01-19,2024-03-15,TAKE_PROFIT_DYN,1,34,199771.44707519995,20859.72570000004,10.441795364353451
62786,002387.SZ,维信诺,2024-12-23,2024-12-24,2024-12-31,FINAL_SETTLE,1,5,199771.44707519995,20859.72570000004,10.441795364353451
12512,002876.SZ,三利谱,2021-06-02,2021-06-03,2021-06-18,TAKE_PROFIT_DYN,1,10,196847.76711599997,20859.375816000043,10.596704306891056
6293,600933.SH,爱柯迪,2020-10-28,2020-10-29,2020-11-16,TAKE_PROFIT_DYN,1,12,199436.0248881,20859.258872340022,10.459122861099836
58196,002745.SZ,木林森,2024-06-24,2024-06-25,2024-07-11,TAKE_PROFIT_DYN,1,12,199422.00724446,20857.784783219977,10.459118866280196
34996,002292.SZ,奥飞娱乐,2022-12-29,2022-12-30,2023-01-10,TAKE_PROFIT_DYN,1,6,200024.76592098,20857.189700340008,10.42730364127993
61587,688563.SH,航材股份,2024-11-15,2024-11-18,2024-12-02,TAKE_PROFIT_DYN,1,10,197718.8635422,20855.93326739999,10.548276929049116
6864,688298.SH,东方生物,2020-11-11,2020-11-12,2020-12-07,TAKE_PROFIT_DYN,1,17,190583.88292944,20855.449407240027,10.94292396957898
41229,600180.SH,瑞茂通,2023-06-20,2023-06-21,2023-07-26,TAKE_PROFIT_DYN,2,23,399397.7114127,20854.89826434001,5.221586821460407
21721,605158.SH,华达新材,2022-01-25,2022-01-26,2022-04-07,TAKE_PROFIT_DYN,4,44,799106.8147662599,20853.914303160156,2.6096529172085665
5733,601618.SH,中国中冶,2020-09-24,2020-09-25,2020-11-11,TAKE_PROFIT_DYN,4,27,799565.3919653399,20853.30034242,2.6080794081347585
33088,000887.SZ,中鼎股份,2022-12-13,2022-12-14,2022-12-20,TAKE_PROFIT_DYN,1,4,198826.25738975997,20852.422272000054,10.487760794653475
39047,003001.SZ,中岩大地,2023-04-21,2023-04-24,2023-06-16,TAKE_PROFIT_DYN,1,36,198970.4388672,20851.915536000015,10.479906288952463
18535,601968.SH,宝钢包装,2021-11-29,2021-11-30,2021-12-20,TAKE_PROFIT_DYN,1,14,199375.94927249997,20850.490341000055,10.457876397369446
39805,603013.SH,亚普股份,2023-04-25,2023-04-26,2023-05-09,TAKE_PROFIT_DYN,1,6,199691.3462544,20849.38185600002,10.440803894145027
11029,603587.SH,地素时尚,2021-04-12,2021-04-13,2021-05-07,TAKE_PROFIT_DYN,1,15,199727.39162375996,20849.255172000034,10.438856184170868
26093,301078.SZ,孩子王,2022-06-09,2022-06-10,2022-06-30,TAKE_PROFIT_DYN,1,14,199751.42187,20849.170715999993,10.437558101373025
7471,002871.SZ,伟隆股份,2020-12-09,2020-12-10,2021-01-13,TAKE_PROFIT_DYN,2,23,398602.71076626,20848.712679000048,5.230449295972225
34339,300136.SZ,信维通信,2022-12-21,2022-12-22,2023-01-16,TAKE_PROFIT_DYN,2,16,398615.72714964,20848.666932000026,5.230267024605744
15107,600325.SH,华发股份,2021-07-28,2021-07-29,2021-08-23,TAKE_PROFIT_DYN,1,17,200051.799948,20848.115015999996,10.42135837888942
5449,600881.SH,亚泰集团,2020-09-14,2020-09-15,2020-09-21,TAKE_PROFIT_DYN,1,4,200051.799948,20848.115015999967,10.421358378889405
28018,002663.SZ,普邦股份,2022-08-02,2022-08-03,2022-08-23,TAKE_PROFIT_DYN,1,14,200051.799948,20848.115015999967,10.421358378889405
4252,600864.SH,哈投股份,2020-09-01,2020-09-02,2020-11-23,TAKE_PROFIT_DYN,3,52,598821.72117768,20847.43865303998,3.481409894758011
59546,002869.SZ,金溢科技,2024-08-19,2024-08-20,2024-09-27,TAKE_PROFIT_DYN,2,26,396550.12723326,20846.278227060044,5.256908722361292
61386,688150.SH,莱特光电,2024-09-23,2024-09-24,2024-09-25,TAKE_PROFIT_DYN,1,1,199108.61278307997,20845.752756840055,10.469538442091697
10317,002508.SZ,老板电器,2021-03-04,2021-03-05,2021-04-02,TAKE_PROFIT_DYN,2,20,396569.1511782,20844.884614140028,5.256305124140455
46007,603759.SH,海天股份,2023-10-10,2023-10-11,2023-11-17,TAKE_PROFIT_DYN,5,27,998188.39352232,20843.725026959903,2.08815541857869
47242,300086.SZ,康芝药业,2023-10-23,2023-10-24,2023-10-31,TAKE_PROFIT_DYN,1,5,199736.4029661,20842.861289580003,10.435184062625543
47190,002533.SZ,金杯电工,2023-10-23,2023-10-24,2023-11-01,TAKE_PROFIT_DYN,1,6,199736.4029661,20842.861289579974,10.435184062625533
37663,601168.SH,西部矿业,2023-03-16,2023-03-17,2023-03-27,TAKE_PROFIT_DYN,1,6,199904.61468978,20842.645861440014,10.426295507877333
36147,300040.SZ,九洲电气,2023-03-07,2023-03-08,2023-05-16,TAKE_PROFIT_DYN,4,45,798941.60682336,20842.52204304014,2.608766631382644
19360,600725.SH,云维股份,2021-12-24,2021-12-27,2022-02-24,TAKE_PROFIT_DYN,4,37,799413.2004058199,20841.862335300073,2.607145131543957
13086,300760.SZ,迈瑞医疗,2021-06-16,2021-06-17,2021-07-01,TAKE_PROFIT_DYN,1,10,178224.32627999998,20841.01895016004,11.69370050944543
59256,300529.SZ,健帆生物,2024-07-30,2024-07-31,2024-09-12,TAKE_PROFIT_DYN,2,31,398148.1386082199,20840.460864300083,5.234348435522191
33164,603829.SH,洛凯股份,2022-12-13,2022-12-14,2023-01-13,TAKE_PROFIT_DYN,3,21,597549.1193872199,20838.940665660193,3.487402121357036
40589,000534.SZ,万泽股份,2023-06-06,2023-06-07,2023-07-04,TAKE_PROFIT_DYN,2,17,397375.1656875,20837.06311283994,5.243675224844429
25126,000020.SZ,深华发A,2022-04-25,2022-04-26,2022-05-27,TAKE_PROFIT_DYN,1,20,199293.84593117997,20836.81052136008,10.455320596580506
37576,300351.SZ,永贵电器,2023-03-16,2023-03-17,2023-04-03,TAKE_PROFIT_DYN,1,11,199334.89760183997,20834.670759840057,10.452093943658634
41777,601668.SH,中国建筑,2023-06-26,2023-06-27,2023-07-28,TAKE_PROFIT_DYN,2,23,399474.80845271994,20833.6747348801,5.215266218056371
32399,000561.SZ,烽火电子,2022-11-25,2022-11-28,2022-12-02,TAKE_PROFIT_DYN,1,4,199671.3210492,20829.497410800017,10.431892422681736
57815,688099.SH,晶晨股份,2024-06-07,2024-06-11,2024-06-12,TAKE_PROFIT_DYN,1,1,195582.1741473599,20828.43669456005,10.64945554745036
57256,002067.SZ,景兴纸业,2024-06-06,2024-06-07,2024-08-05,TAKE_PROFIT_DYN,2,40,399740.14242162,20826.67569246003,5.210053602896206
18076,301021.SZ,英诺激光,2021-10-28,2021-10-29,2021-11-11,TAKE_PROFIT_DYN,1,9,198537.89443488,20826.49672997999,10.48993532910214
13177,002693.SZ,双成药业,2021-06-17,2021-06-18,2021-08-26,TAKE_PROFIT_DYN,2,49,399962.42219934,20824.97679306002,5.206733342234067
34835,600761.SH,安徽合力,2022-12-23,2022-12-26,2023-01-11,TAKE_PROFIT_DYN,1,11,199150.66571399997,20824.34310198002,10.456577198635044
32874,600993.SH,马应龙,2022-12-06,2022-12-07,2023-01-13,TAKE_PROFIT_DYN,2,26,398840.00944787986,20823.93288576015,5.22112435875905
34327,002858.SZ,力盛赛车,2022-12-21,2022-12-22,2022-12-30,TAKE_PROFIT_DYN,1,6,199569.19250268,20823.869901240017,10.434411063200736
2551,600220.SH,,2020-04-28,2020-04-29,2020-05-12,TAKE_PROFIT_DYN,1,6,200045.79238644,20822.194857240014,10.40871422929835
28557,600938.SH,中国海油,2022-08-05,2022-08-08,2022-08-23,TAKE_PROFIT_DYN,1,11,199766.4407739,20822.178916980018,10.423261703174164
54104,601668.SH,中国建筑,2024-04-09,2024-04-10,2024-04-17,TAKE_PROFIT_DYN,2,5,399483.81979506,20820.46099914005,5.211840872509229
10770,003011.SZ,海象新材,2021-03-30,2021-03-31,2021-04-20,TAKE_PROFIT_DYN,1,13,199829.52017028,20819.96173746005,10.418861897741042
25046,002753.SZ,永东股份,2022-04-22,2022-04-25,2022-05-30,TAKE_PROFIT_DYN,2,22,398973.17706245993,20816.480669940065,5.2175138246652635
40363,603377.SH,东方时尚,2023-05-24,2023-05-25,2023-06-01,TAKE_PROFIT_DYN,1,5,199814.50126637996,20816.023557420005,10.417674105479168
39532,600602.SH,云赛智联,2023-04-24,2023-04-25,2023-06-06,TAKE_PROFIT_DYN,2,27,398485.5633158399,20813.205716640103,5.223076475707488
34872,688403.SH,汇成股份,2022-12-23,2022-12-26,2023-01-17,TAKE_PROFIT_DYN,1,15,199190.7161244,20811.23170559999,10.447892407095322
42429,301005.SZ,超捷股份,2023-07-21,2023-07-24,2023-08-29,TAKE_PROFIT_DYN,2,26,394780.90035384,20810.685812400017,5.271452036749373
54947,600963.SH,岳阳林纸,2024-04-15,2024-04-16,2024-05-14,TAKE_PROFIT_DYN,1,17,199736.4029661,20809.91934449997,10.418691352938756
28831,300683.SZ,海特生物,2022-08-24,2022-08-25,2022-11-09,TAKE_PROFIT_DYN,2,48,396015.4542544199,20808.916453259997,5.254571817768333
37804,002458.SZ,益生股份,2023-03-20,2023-03-21,2023-04-11,TAKE_PROFIT_DYN,1,14,199891.59830639997,20808.768405600043,10.410026525328856
7564,600020.SH,中原高速,2020-12-09,2020-12-10,2021-03-17,TAKE_PROFIT_DYN,4,63,799689.5482375799,20806.96788846003,2.60188068411249
59878,000917.SZ,电广传媒,2024-08-22,2024-08-23,2024-09-24,TAKE_PROFIT_DYN,2,20,399411.72905633994,20806.703032500052,5.209337012124928
59349,601838.SH,成都银行,2024-08-05,2024-08-06,2024-08-19,TAKE_PROFIT_DYN,2,9,399185.44423757994,20806.387198740093,5.212210890724995
1783,002622.SZ,融钰集团,2020-03-23,2020-03-24,2020-04-09,TAKE_PROFIT_DYN,1,11,199961.6865246,20804.53111056,10.40425867182339
5270,600730.SH,*ST高科,2020-09-10,2020-09-11,2020-11-12,TAKE_PROFIT_DYN,4,38,799887.7977690599,20803.2779026801,2.6007745037118735
61120,688521.SH,芯原股份,2024-09-13,2024-09-18,2024-09-27,TAKE_PROFIT_DYN,1,7,197468.5484772,20798.79017832002,10.532710317016122
60119,600475.SH,华光环能,2024-08-22,2024-08-23,2024-09-25,TAKE_PROFIT_DYN,2,21,399732.13233953994,20794.75614414009,5.2021727706584855
61964,600312.SH,平高电气,2024-11-22,2024-11-25,2024-12-20,TAKE_PROFIT_DYN,1,19,198838.27251288,20794.65950231999,10.458076928310165
32430,300036.SZ,超图软件,2022-11-25,2022-11-28,2023-01-03,TAKE_PROFIT_DYN,1,25,199979.70920927997,20794.490355960035,10.398300126638588
26781,001216.SZ,华瓷股份,2022-07-12,2022-07-13,2022-07-14,TAKE_PROFIT_DYN,1,1,199649.29332348,20792.658402180008,10.414591535012791
57675,603662.SH,柯力传感,2024-06-06,2024-06-07,2024-08-01,TAKE_PROFIT_DYN,4,38,796488.51918636,20791.15584084007,2.6103522323308495
12455,688698.SH,伟创电气,2021-05-21,2021-05-24,2021-06-02,TAKE_PROFIT_DYN,1,7,199337.90138262,20789.76184613997,10.429407404181992
31626,002031.SZ,巨轮智能,2022-09-30,2022-10-10,2022-11-09,TAKE_PROFIT_DYN,1,22,199855.55293703996,20788.940264400037,10.40198281153045
40232,601958.SH,金钼股份,2023-05-12,2023-05-15,2023-06-14,TAKE_PROFIT_DYN,1,22,199100.60270099997,20785.607142840017,10.439750990636064
31402,601860.SH,紫金银行,2022-09-26,2022-09-27,2022-11-15,TAKE_PROFIT_DYN,3,30,599891.06713536,20783.815885440097,3.464598328607954
60895,002221.SZ,东华能源,2024-09-10,2024-09-11,2024-09-25,TAKE_PROFIT_DYN,1,8,199330.8925608,20781.195019200037,10.425476328442842
48765,000801.SZ,四川九洲,2023-12-08,2023-12-11,2024-01-22,TAKE_PROFIT_DYN,1,29,199330.8925608,20781.195019200037,10.425476328442842
62028,605339.SH,南侨食品,2024-11-22,2024-11-25,2024-12-04,TAKE_PROFIT_DYN,1,7,198447.78101147996,20780.863495920086,10.471703634074869
57946,600578.SH,京能电力,2024-06-17,2024-06-18,2024-07-09,TAKE_PROFIT_DYN,1,15,199961.68652459997,20779.292734200048,10.391637065755448
50,000963.SZ,华东医药,2020-02-28,2020-03-02,2020-03-06,TAKE_PROFIT_DYN,1,4,199040.5270854,20778.834094020018,10.439499130297564
39506,301200.SZ,大族数控,2023-04-24,2023-04-25,2023-06-29,TAKE_PROFIT_DYN,2,42,395531.84554883995,20778.688409940107,5.253354096206237
176,002439.SZ,启明星辰,2020-03-09,2020-03-10,2020-04-29,TAKE_PROFIT_DYN,2,35,397810.7139006,20777.663354760036,5.223002455371702
5765,000753.SZ,漳州发展,2020-09-25,2020-09-28,2020-11-18,TAKE_PROFIT_DYN,2,31,399781.1940922799,20776.724410320166,5.1970239514378855
4057,300121.SZ,阳谷华泰,2020-08-26,2020-08-27,2020-09-15,TAKE_PROFIT_DYN,1,13,200006.7432363,20776.436000279995,10.387867760905172
32215,603118.SH,共进股份,2022-11-09,2022-11-10,2022-11-18,TAKE_PROFIT_DYN,1,6,199481.08159979997,20776.287992760073,10.415167105641414
48299,300684.SZ,中石科技,2023-12-05,2023-12-06,2023-12-26,TAKE_PROFIT_DYN,1,14,198894.34308744,20774.52559512004,10.445005761670622
5586,002035.SZ,华帝股份,2020-09-24,2020-09-25,2020-11-12,TAKE_PROFIT_DYN,3,28,598823.7236982,20773.598761800095,3.469067429978733
3505,603214.SH,爱婴室,2020-06-29,2020-06-30,2020-07-10,TAKE_PROFIT_DYN,1,8,197328.3720408,20772.878688900004,10.527061300949144
42210,002169.SZ,智光电气,2023-07-19,2023-07-20,2023-09-06,TAKE_PROFIT_DYN,5,34,997895.0242661398,20772.736405740143,2.081655474834798
55178,002139.SZ,拓邦股份,2024-04-16,2024-04-17,2024-04-23,TAKE_PROFIT_DYN,1,4,199166.68587816,20769.71132808001,10.428305937061111
18342,000001.SZ,平安银行,2021-11-04,2021-11-05,2021-12-07,TAKE_PROFIT_DYN,2,22,397907.83614582,20769.34008168004,5.219635854084756
10937,002353.SZ,杰瑞股份,2021-04-12,2021-04-13,2021-05-06,TAKE_PROFIT_DYN,1,14,198277.56676728,20768.544935640064,10.474480433793238
42011,603896.SH,寿仙谷,2023-07-06,2023-07-07,2023-08-03,TAKE_PROFIT_DYN,2,19,397737.6219016199,20767.942829160136,5.221518329059923
49711,000559.SZ,万向钱潮,2023-12-20,2023-12-21,2024-03-13,TAKE_PROFIT_DYN,5,52,999520.06966812,20767.835757239955,2.077780765736469
31745,300619.SZ,金银河,2022-10-10,2022-10-11,2022-11-04,TAKE_PROFIT_DYN,1,18,198805.2309243,20766.690422640037,10.445746485688533
18236,601788.SH,光大证券,2021-10-29,2021-11-01,2021-12-06,TAKE_PROFIT_DYN,4,25,798179.6477654999,20766.378442500136,2.6017173578198234
11923,300641.SZ,正丹股份,2021-04-30,2021-05-06,2021-05-27,TAKE_PROFIT_DYN,1,15,199763.43699312,20765.318222160044,10.39495441944925
27447,300318.SZ,博晖创新,2022-07-15,2022-07-18,2022-07-25,TAKE_PROFIT_DYN,1,5,199763.43699312,20765.318222160044,10.39495441944925
11632,600797.SH,浙大网新,2021-04-27,2021-04-28,2021-05-27,TAKE_PROFIT_DYN,2,18,399289.57530462,20764.483861680023,5.200357120728408
54679,300460.SZ,惠伦晶体,2024-04-15,2024-04-16,2024-05-24,TAKE_PROFIT_DYN,1,25,199757.42943155993,20761.94037852011,10.393576067534193
5271,600731.SH,湖南海利,2020-09-10,2020-09-11,2020-10-09,TAKE_PROFIT_DYN,1,14,200045.79238644,20761.332640380017,10.378290086838792
6548,600846.SH,同济科技,2020-10-30,2020-11-02,2021-02-03,TAKE_PROFIT_DYN,5,66,998372.6254101598,20760.207204240254,2.079404690779795
10229,002488.SZ,金固股份,2021-02-23,2021-02-24,2021-04-19,TAKE_PROFIT_DYN,3,37,599335.36769106,20759.827657680144,3.463808207691363
1205,600819.SH,耀皮玻璃,2020-03-16,2020-03-17,2020-04-15,TAKE_PROFIT_DYN,1,20,199996.7306337,20759.509588860034,10.379924473306366
8959,603223.SH,恒通股份,2020-12-30,2020-12-31,2021-01-28,TAKE_PROFIT_DYN,1,19,198949.41240173997,20759.199497820024,10.43441106320074
39753,301233.SZ,盛帮股份,2023-04-25,2023-04-26,2023-05-17,TAKE_PROFIT_DYN,1,12,198690.08599439997,20758.115436300024,10.44748424784772
18624,002235.SZ,安妮股份,2021-12-06,2021-12-07,2021-12-14,TAKE_PROFIT_DYN,1,5,199611.2454336,20753.88021504003,10.3971498048409
4513,601038.SH,一拖股份,2020-09-07,2020-09-08,2020-10-19,TAKE_PROFIT_DYN,2,23,398585.68934184,20752.989341040025,5.206656911167122
47152,002161.SZ,远望谷,2023-10-23,2023-10-24,2023-11-14,TAKE_PROFIT_DYN,1,15,199655.30088504,20752.26595992004,10.39404707409649
56220,603288.SH,海天味业,2024-05-24,2024-05-27,2024-07-18,TAKE_PROFIT_DYN,5,37,989926.99511706,20751.844752540113,2.0963005206344723
50824,603386.SH,广东骏亚,2024-01-08,2024-01-09,2024-01-12,TAKE_PROFIT_DYN,1,3,199581.20762579996,20750.49292140006,10.39701741874701
9431,688595.SH,芯海科技,2021-01-13,2021-01-14,2021-03-01,TAKE_PROFIT_DYN,1,27,197816.98704768,20748.21336791999,10.488590326633089
4745,300701.SZ,森霸传感,2020-09-09,2020-09-10,2020-10-12,TAKE_PROFIT_DYN,1,16,198916.37081315997,20744.34950592002,10.428678856907643
32757,688065.SH,凯赛生物,2022-11-28,2022-11-29,2023-01-16,TAKE_PROFIT_DYN,2,33,393992.90852922,20743.18972128001,5.2648637252671815
35687,002712.SZ,思美传媒,2023-02-27,2023-02-28,2023-03-02,TAKE_PROFIT_DYN,1,2,199649.29332348,20741.773597919993,10.389104440411575
57970,600905.SH,三峡能源,2024-06-18,2024-06-19,2024-07-19,TAKE_PROFIT_DYN,2,22,399807.2268590399,20741.622921360075,5.187905952653765
2097,000016.SZ,*ST康佳A,2020-04-17,2020-04-20,2020-05-15,TAKE_PROFIT_DYN,1,16,199354.92280704,20738.81721887999,10.402962177640104
32211,600487.SH,亨通光电,2022-11-07,2022-11-08,2023-01-03,TAKE_PROFIT_DYN,3,39,599158.14462504,20738.50021296006,3.4612731878890592
58233,300481.SZ,濮阳惠成,2024-06-24,2024-06-25,2024-09-04,TAKE_PROFIT_DYN,4,51,797987.4057955799,20737.721852100105,2.598753025610091
56310,300638.SZ,广和通,2024-05-28,2024-05-29,2024-06-18,TAKE_PROFIT_DYN,1,13,199000.476675,20737.270619999996,10.420714043749411
11686,001965.SZ,招商公路,2021-04-28,2021-04-29,2021-05-06,TAKE_PROFIT_DYN,1,2,199899.60838847997,20736.902882880066,10.37365858295254
46850,600795.SH,国电电力,2023-10-19,2023-10-20,2023-11-03,TAKE_PROFIT_DYN,2,10,400022.49781493994,20735.98252506007,5.1837040762274915
11317,600674.SH,川投能源,2021-04-22,2021-04-23,2021-05-19,TAKE_PROFIT_DYN,2,15,399050.2741024799,20735.392664880084,5.196185546173823
12253,603066.SH,音飞储存,2021-05-10,2021-05-11,2021-05-21,TAKE_PROFIT_DYN,1,8,199370.94297119995,20734.76994984006,10.40009624312972
3618,002860.SZ,星帅尔,2020-07-24,2020-07-27,2020-11-18,TAKE_PROFIT_DYN,4,76,796515.5532133799,20732.317370100063,2.6028766527483045
14961,300145.SZ,中金环境,2021-07-28,2021-07-29,2021-08-02,TAKE_PROFIT_DYN,1,2,199835.52773183995,20732.139392580026,10.374601367380755
43223,002925.SZ,盈趣科技,2023-08-09,2023-08-10,2023-10-11,TAKE_PROFIT_DYN,2,38,399107.3459373,20730.756421979982,5.194280845243274
18816,300805.SZ,电声股份,2021-12-07,2021-12-08,2021-12-14,TAKE_PROFIT_DYN,1,4,199657.30340556,20729.7725508,10.38267681532892
26220,300922.SZ,天秦装备,2022-06-22,2022-06-23,2022-06-28,TAKE_PROFIT_DYN,1,3,198607.98265308,20729.469497759972,10.437379817693095
42017,002597.SZ,金禾实业,2023-07-07,2023-07-10,2023-07-18,TAKE_PROFIT_DYN,1,6,198630.0103788,20729.39207976003,10.436183354281544
8865,300283.SZ,温州宏丰,2020-12-28,2020-12-29,2021-01-21,TAKE_PROFIT_DYN,1,16,200015.75457863996,20728.512748800043,10.36344001624644
11171,603416.SH,信捷电气,2021-04-13,2021-04-14,2021-06-21,TAKE_PROFIT_DYN,3,44,587066.92572528,20725.12214640004,3.530282705126951
27101,688199.SH,久日新材,2022-07-12,2022-07-13,2022-08-01,TAKE_PROFIT_DYN,1,13,197196.20568647995,20723.456133900036,10.509054198967716
32828,601975.SH,招商南油,2022-11-30,2022-12-01,2023-01-13,TAKE_PROFIT_DYN,3,30,599832.9940402799,20722.160029320046,3.4546549181535213
10146,603606.SH,东方电缆,2021-02-05,2021-02-08,2021-04-29,TAKE_PROFIT_DYN,2,52,399694.0844496599,20720.15931150003,5.184004496846553
4805,600988.SH,赤峰黄金,2020-09-09,2020-09-10,2020-11-06,TAKE_PROFIT_DYN,1,35,199696.35255569997,20719.657897200057,10.375581542692856
32304,002459.SZ,晶澳科技,2022-11-22,2022-11-23,2022-12-28,TAKE_PROFIT_DYN,1,25,195726.35562479997,20719.642354560023,10.586025723729716
15196,603365.SH,水星家纺,2021-07-28,2021-07-29,2021-08-18,TAKE_PROFIT_DYN,1,14,198994.46911344,20714.142786120035,10.409406290740476
1399,688363.SH,华熙生物,2020-03-16,2020-03-17,2020-04-14,TAKE_PROFIT_DYN,2,19,391652.9633016,20713.499456399994,5.288738091443767
45744,600705.SH,中航资本,2023-09-27,2023-09-28,2023-11-15,TAKE_PROFIT_DYN,4,28,799532.3503767598,20713.097948400304,2.5906516401293542
15787,300211.SZ,亿通科技,2021-09-01,2021-09-02,2021-10-08,TAKE_PROFIT_DYN,1,19,199671.3210492,20712.76168338,10.373428479634423
3288,000547.SZ,航天发展,2020-06-24,2020-06-29,2020-07-06,TAKE_PROFIT_DYN,1,5,199014.49431864,20712.07692360005,10.407320830832637
23521,002172.SZ,澳洋健康,2022-03-15,2022-03-16,2022-06-28,TAKE_PROFIT_DYN,2,68,399736.1373805799,20712.02958342008,5.181425357022603
26932,300889.SZ,爱克股份,2022-07-12,2022-07-13,2022-08-01,TAKE_PROFIT_DYN,1,13,199162.68083712,20711.556111600046,10.39931578774964
32387,688799.SH,华纳药厂,2022-11-23,2022-11-24,2022-12-08,TAKE_PROFIT_DYN,1,10,199190.7161243999,20711.45757960007,10.397802659971967
61207,300128.SZ,锦富技术,2024-09-18,2024-09-19,2024-09-25,TAKE_PROFIT_DYN,1,4,199955.67896303997,20711.43047952006,10.358010628619546
11834,603927.SH,中科软,2021-04-29,2021-04-30,2021-05-31,TAKE_PROFIT_DYN,3,18,595796.9139322198,20711.40158682014,3.4762519077392113
5296,600980.SH,北矿科技,2020-09-10,2020-09-11,2020-11-03,TAKE_PROFIT_DYN,2,31,398715.85317563993,20709.62899686006,5.194082159491456
26448,000560.SZ,我爱我家,2022-07-06,2022-07-07,2022-08-18,TAKE_PROFIT_DYN,3,30,599783.9322875399,20705.370858900016,3.452138302526874
56147,605116.SH,奥锐特,2024-05-23,2024-05-24,2024-06-24,TAKE_PROFIT_DYN,2,20,396489.0503574,20704.71222864004,5.222013624329995
19318,300736.SZ,百邦科技,2021-12-24,2021-12-27,2022-01-13,TAKE_PROFIT_DYN,1,12,199027.51070201996,20704.049246520037,10.402606741897973
42250,002364.SZ,中恒电气,2023-07-20,2023-07-21,2023-10-11,TAKE_PROFIT_DYN,5,52,998632.95307776,20703.628903320176,2.0731970479756496
8608,000935.SZ,四川双马,2020-12-23,2020-12-24,2021-02-01,TAKE_PROFIT_DYN,2,26,399420.74039868,20702.16291456,5.183046552338828
1335,603613.SH,国联股份,2020-03-16,2020-03-17,2020-04-09,TAKE_PROFIT_DYN,1,16,194044.238388,20701.608484319993,10.66849943924963
55656,603010.SH,万盛股份,2024-04-16,2024-04-17,2024-05-06,TAKE_PROFIT_DYN,1,10,199350.91776599997,20701.275368400005,10.38433913441992
